loan_fact_id|date_id|loan_id|account_id|location_id|currency_id|loan_amount|loan_status
38799|917|37|29|19|3|360668.57|Approved
77409|680|27|57|20|3|495559.35|Rejected
24368|621|45|35|12|3|106170.61|Rejected
32088|514|4|65|2|2|50400.8|Pending
24406|1498|46|9|29|1|433332.03|Pending
12666|823|3|60|14|3|214429.46|Rejected
88061|1384|13|54|35|3|496604.22|Rejected
98736|464|38|93|38|2|154090.68|Approved
31883|620|6|84|50|2|487288.36|Rejected
8618|906|25|32|29|2|253771.73|Rejected
50678|1581|11|15|6|3|297546.34|Approved
53915|306|49|22|16|2|488271.38|Approved
75179|934|39|8|36|1|470933.25|Rejected
90142|458|15|29|34|2|379269.05|Rejected
20315|923|35|48|47|3|234055.02|Approved
22105|718|33|26|41|1|164411.3|Rejected
46015|1785|44|79|15|3|433931.65|Approved
82401|1686|29|52|4|1|176172.41|Rejected
55153|977|2|58|7|1|354657.77|Approved
53682|1652|39|29|45|2|295485.57|Pending
32624|1122|15|50|38|2|150296.71|Pending
87009|873|49|80|24|1|173498.11|Pending
42498|671|32|40|15|3|298059.89|Approved
88513|1319|24|82|5|1|399088.23|Rejected
44316|168|13|46|40|3|30742.11|Pending
68042|1692|50|7|34|2|217476.09|Pending
79315|1342|48|92|30|1|499463.44|Pending
12864|745|12|11|36|2|483204.73|Pending
74423|773|37|60|48|3|227989.75|Rejected
226|486|22|78|20|1|371192.38|Approved
5228|293|26|64|9|3|248821.51|Approved
9763|484|48|67|3|2|458334.54|Approved
56322|1701|47|63|13|2|205146.53|Approved
62455|592|7|35|49|2|214606.58|Approved
46705|987|6|15|38|1|273564.85|Rejected
69486|819|11|89|26|3|37650.26|Rejected
15390|1280|12|99|11|2|232747.89|Rejected
49412|307|24|71|21|1|346551.01|Rejected
57444|1604|47|95|6|3|416309.8|Rejected
8355|707|30|75|11|1|67526.89|Approved
38997|1298|13|32|18|1|10695.96|Rejected
84231|504|5|29|3|2|344727.43|Pending
98068|598|31|66|43|2|360835.68|Pending
118|934|43|90|21|2|280558.49|Pending
55446|979|21|85|36|2|392193.49|Rejected
1198|88|39|8|40|1|18974.44|Rejected
92215|627|42|54|18|3|214269.36|Approved
84226|47|13|1|29|2|471940.82|Approved
85913|1142|16|79|13|1|492979.68|Rejected
9960|1362|46|31|50|1|437598.47|Rejected
72941|7|2|74|42|3|63775.06|Rejected
69161|396|34|96|12|1|494118.15|Rejected
4575|1|25|63|35|1|99112.97|Rejected
73788|766|11|53|17|1|53810.11|Pending
71855|1579|5|29|50|1|300355.11|Pending
84013|451|5|22|50|2|123594.88|Rejected
6642|1161|12|18|44|1|370085.6|Approved
3688|1160|36|80|29|3|145785.24|Rejected
77530|1120|36|92|37|3|219532.21|Pending
67012|1102|17|88|24|1|412606.51|Approved
29998|1476|27|73|17|1|239113.81|Pending
87285|913|4|93|44|2|309270.96|Rejected
26422|977|24|68|9|1|96024.63|Approved
8487|40|25|70|43|3|265476.52|Approved
37176|1821|41|89|26|1|366936.93|Approved
81160|361|11|30|25|2|192532.03|Approved
26727|1192|9|59|22|2|265263.5|Pending
61238|589|28|20|13|2|73837.78|Approved
99554|1353|16|28|30|1|102266.48|Approved
94783|523|12|17|3|2|212627.77|Approved
67016|27|13|83|49|1|475366.56|Pending
5253|1587|32|83|19|1|338881.57|Approved
8588|139|47|50|26|1|391130.07|Rejected
29674|804|12|51|47|3|337580.18|Approved
19737|1709|39|97|50|2|392051.87|Rejected
1536|95|5|74|14|1|100278.63|Rejected
47306|759|9|31|48|1|25666.69|Rejected
26238|512|9|21|8|3|495293.8|Rejected
7411|201|8|92|33|2|127646.0|Approved
73388|1044|13|28|37|1|405147.59|Pending
10367|33|50|85|24|3|21938.13|Rejected
87982|429|34|8|8|2|333644.14|Pending
13771|782|14|34|15|2|198352.12|Approved
12953|185|15|52|18|3|133210.41|Approved
76504|1209|47|53|22|3|323182.41|Approved
33015|887|1|13|37|2|308129.73|Approved
4885|639|14|33|23|2|120840.93|Approved
18916|624|48|93|40|1|128336.74|Pending
2622|1695|40|54|28|3|371495.37|Rejected
78785|909|45|65|5|2|469711.08|Approved
33757|1502|3|12|20|3|92906.71|Pending
37414|1224|47|89|17|2|379491.14|Pending
75581|538|50|1|44|3|102714.05|Pending
16124|637|6|72|13|2|184891.86|Approved
51208|1279|29|67|11|3|16488.33|Rejected
495|1304|28|15|24|3|451822.88|Rejected
22838|1102|3|13|24|3|281276.34|Approved
40437|1183|7|41|2|1|322245.57|Rejected
80637|813|46|26|25|1|480868.46|Rejected
62173|1518|36|13|29|1|340149.84|Pending
31621|1285|39|23|20|2|335624.4|Approved
19088|97|4|65|21|1|423765.83|Approved
2834|1261|37|89|35|3|333447.09|Approved
51533|1214|11|72|49|2|155474.74|Rejected
12610|560|22|82|30|1|272163.92|Rejected
14238|191|29|77|38|3|212910.11|Rejected
11492|648|50|92|25|1|379971.26|Rejected
64409|1499|14|38|25|1|285483.9|Approved
53704|638|35|73|44|2|200644.05|Pending
50540|644|3|43|24|1|322874.38|Pending
41514|642|20|88|18|2|209965.88|Rejected
23129|1480|34|56|21|1|59369.33|Approved
70544|356|33|8|20|3|13777.02|Pending
70478|1413|8|86|37|2|473456.1|Pending
10034|665|35|84|41|2|46773.31|Rejected
28120|1673|47|73|5|3|310078.22|Approved
83608|1225|37|31|7|2|359942.55|Approved
6201|1252|31|82|33|1|214889.72|Pending
59690|23|29|19|28|3|333118.51|Approved
46882|1084|33|69|44|3|483513.64|Rejected
87801|1191|22|9|48|3|468708.71|Rejected
22377|1420|7|30|22|3|453586.77|Approved
96536|1334|17|84|46|2|60568.94|Approved
11385|746|46|13|38|2|188417.22|Pending
29911|1486|14|57|25|2|180181.35|Approved
74327|1636|8|64|21|1|8153.87|Pending
38177|1479|44|6|16|3|310276.5|Pending
97614|158|45|25|25|3|279518.19|Approved
20806|1143|19|81|6|1|499472.24|Rejected
39064|187|24|7|29|2|405563.05|Pending
33184|376|31|20|47|3|61410.32|Approved
40294|300|30|67|50|3|263934.87|Rejected
11814|1073|39|9|31|3|382121.59|Pending
33218|1257|43|37|47|3|84859.51|Approved
52034|970|49|32|48|3|46651.29|Pending
74739|549|8|1|10|1|289670.64|Approved
20334|1109|25|75|40|3|110561.59|Approved
32459|1219|36|81|16|3|33643.1|Rejected
8102|926|43|92|7|1|345071.99|Rejected
9204|723|44|77|10|3|378455.42|Approved
7433|1769|42|2|50|3|55338.99|Pending
92190|693|3|87|22|2|22267.46|Rejected
7081|114|9|32|4|2|449298.86|Rejected
79579|306|40|37|46|3|396359.57|Pending
68910|902|10|23|13|2|57074.09|Approved
85202|1221|45|62|40|3|114777.41|Approved
29751|904|12|14|11|3|133135.96|Approved
79947|1591|33|2|42|2|239543.37|Pending
81447|602|28|46|27|1|180733.71|Approved
82844|996|18|64|43|2|89528.38|Pending
23914|356|40|60|8|3|365644.93|Approved
56704|598|31|80|12|3|440535.9|Approved
11938|156|12|50|23|3|271997.62|Pending
62167|106|16|91|31|3|237799.7|Approved
41464|865|40|26|38|1|173567.31|Rejected
33977|476|34|36|15|3|53012.58|Pending
86097|1120|50|93|3|1|396935.18|Pending
79724|351|47|54|19|1|346025.39|Pending
31345|272|1|61|18|2|447764.85|Pending
70658|1420|41|74|19|3|345341.5|Rejected
581|1381|48|57|19|2|294226.55|Rejected
57553|209|27|67|18|1|317500.45|Rejected
47564|573|5|88|41|3|271886.89|Rejected
10813|785|1|27|22|2|359442.09|Pending
31004|303|19|34|22|2|49734.19|Rejected
57098|620|45|86|21|1|9028.54|Approved
15668|556|50|37|1|1|433389.86|Rejected
24942|756|39|96|20|1|363036.94|Rejected
87165|1012|30|6|20|1|292754.17|Rejected
94657|608|21|62|5|1|51962.4|Approved
90956|1561|8|36|1|3|436776.14|Pending
42955|1769|39|55|48|3|462956.08|Pending
81283|484|1|41|1|1|79775.71|Pending
20636|483|42|100|45|3|451566.28|Pending
93515|1788|20|58|29|1|472501.92|Approved
3882|1533|27|66|23|2|360194.61|Approved
15301|1823|2|24|15|1|286096.31|Approved
72465|618|15|8|18|2|100063.32|Pending
63219|951|20|24|29|3|18255.38|Approved
3787|1676|15|51|33|1|315038.98|Pending
84476|229|30|77|11|3|256109.08|Approved
14376|627|41|62|1|2|145339.66|Pending
69836|1082|43|89|45|3|493875.97|Approved
35563|1106|15|41|35|1|78019.06|Pending
62572|1687|6|18|47|1|77907.72|Approved
48867|1045|46|80|27|1|227849.19|Pending
37509|539|8|84|2|2|331930.02|Approved
76001|520|42|62|21|2|128438.95|Rejected
56787|1487|13|6|33|1|149870.62|Pending
32412|1498|45|98|37|2|164077.76|Rejected
2257|66|13|72|30|3|293878.91|Approved
32176|162|45|15|42|2|494141.62|Rejected
37655|1621|50|65|16|1|75604.75|Approved
20385|1733|42|47|27|3|393047.15|Rejected
53053|875|37|62|50|2|91733.4|Approved
22822|1160|34|92|36|1|341774.51|Approved
67886|1734|37|76|3|2|26302.39|Pending
84189|1111|11|50|33|2|159036.68|Rejected
4354|887|21|16|36|1|216543.11|Pending
55691|818|27|41|26|3|99596.77|Pending
52469|1521|8|39|35|1|143028.11|Pending
13799|1340|48|1|26|3|16011.53|Rejected
20674|1059|42|20|27|3|118095.15|Pending
16717|227|15|23|17|3|133485.17|Rejected
68392|720|42|24|16|3|338654.57|Rejected
16027|1661|46|88|18|1|93833.68|Pending
2491|1808|1|27|40|1|155823.6|Pending
88052|1745|45|48|2|3|265568.99|Rejected
63096|854|6|81|7|3|325762.18|Pending
28771|1305|22|61|47|1|55047.86|Rejected
80994|490|44|52|23|3|372050.6|Pending
35429|615|36|72|15|3|253393.51|Pending
9528|1175|8|70|13|3|349415.91|Approved
59868|832|42|41|19|1|458868.62|Approved
50427|1029|21|58|34|1|429734.21|Approved
70337|215|15|67|38|1|488161.85|Approved
55899|319|39|55|17|3|334418.11|Rejected
40388|1401|15|94|24|3|161327.78|Approved
84247|355|46|98|30|1|411739.66|Pending
66958|1336|49|23|49|2|15844.45|Rejected
2539|1237|26|16|4|1|322870.01|Approved
22862|304|3|87|50|1|486830.26|Pending
83747|257|23|69|48|2|94653.67|Approved
76054|485|8|81|40|2|472855.29|Rejected
58388|845|21|99|40|1|353140.4|Approved
65511|1438|41|77|8|2|138633.16|Pending
49967|1046|22|44|13|2|413824.75|Approved
84581|230|50|26|31|1|429059.47|Approved
33355|351|4|42|49|2|56996.19|Approved
49078|512|35|33|22|2|265866.41|Approved
40368|278|16|21|5|2|405165.32|Pending
64031|1605|26|43|46|3|141021.93|Rejected
29020|1198|17|29|17|2|256689.6|Rejected
97227|1752|27|47|43|3|338438.63|Rejected
49498|1604|25|59|17|2|145414.2|Rejected
55518|909|21|42|45|2|215399.97|Approved
38298|531|7|27|30|2|485281.98|Rejected
59052|1605|33|26|18|1|252793.69|Pending
17948|1449|47|90|42|2|9016.29|Rejected
50070|1154|40|57|11|3|480168.58|Approved
7388|634|40|61|27|1|70837.97|Rejected
59469|268|24|99|26|2|214481.82|Approved
45633|1150|17|5|6|1|348262.86|Pending
46162|721|39|34|45|2|322846.25|Pending
91778|218|49|43|40|1|348514.79|Approved
79603|282|3|68|27|3|371673.98|Pending
37080|1714|48|97|2|3|464705.86|Approved
68901|1441|24|67|31|3|48613.5|Rejected
12958|118|8|34|39|2|153292.2|Pending
58996|1791|44|48|15|1|272468.17|Approved
16451|871|2|71|38|2|160614.92|Pending
50372|997|20|94|20|2|247587.81|Approved
92623|1276|16|48|11|3|204423.71|Pending
77067|747|39|72|37|2|282140.75|Pending
43765|868|33|72|10|3|272065.1|Pending
55356|782|10|29|39|2|131295.27|Pending
10504|229|28|80|32|3|87327.73|Rejected
5165|1565|7|100|26|1|97778.85|Rejected
16084|590|9|6|42|3|224827.13|Rejected
61981|755|42|91|18|3|54003.92|Rejected
81287|981|14|96|3|1|402452.95|Rejected
44711|1587|41|16|50|3|481843.85|Pending
73757|1616|48|48|35|3|413868.58|Rejected
94111|1029|25|1|50|3|274526.31|Approved
53063|1350|23|20|7|2|488086.78|Pending
87489|15|4|78|17|1|9854.97|Rejected
89037|984|40|13|25|1|458502.72|Pending
52531|1553|8|98|42|3|222407.94|Rejected
29036|1757|46|60|6|3|306145.7|Rejected
73775|479|45|78|5|3|243985.71|Rejected
63950|1107|44|86|26|2|20171.98|Approved
26596|1275|21|86|5|2|444748.09|Pending
71566|810|1|28|7|2|362185.62|Rejected
70220|328|40|23|36|2|59849.43|Rejected
54169|1316|11|7|2|2|192559.79|Approved
89125|85|44|9|44|3|312865.77|Pending
83843|792|42|61|2|1|164249.26|Pending
47886|937|14|96|25|1|114103.58|Approved
1867|976|9|56|50|2|222637.25|Approved
81189|599|46|4|49|3|36800.63|Rejected
44980|15|34|82|7|3|353466.13|Rejected
86980|616|36|52|14|2|249861.59|Approved
83505|232|31|12|12|1|470152.33|Rejected
59565|657|28|30|4|2|370960.86|Approved
31600|1328|34|54|3|2|243720.39|Rejected
30848|403|14|6|5|3|146214.56|Approved
16854|1078|12|94|15|3|75786.01|Rejected
12369|1567|49|59|16|1|210562.11|Pending
62505|1445|43|71|39|1|183001.71|Pending
71142|1697|44|95|18|2|25119.3|Pending
50329|259|34|12|10|1|117196.55|Pending
2961|1257|45|67|50|1|38958.13|Approved
91388|1323|46|16|3|3|440583.7|Pending
67679|137|14|17|1|2|138675.75|Approved
56611|1760|25|97|9|2|324294.31|Pending
19124|323|43|89|23|3|481443.94|Approved
40240|1148|15|29|5|2|144286.15|Pending
78676|1313|17|11|12|3|273569.17|Rejected
89980|644|3|19|5|2|473067.5|Pending
1244|11|49|58|26|2|179980.92|Pending
40443|839|13|55|10|1|271202.6|Approved
79505|740|47|30|21|3|85917.28|Rejected
43648|1159|18|29|50|3|249165.79|Approved
49908|921|11|88|24|2|419612.33|Approved
87401|642|13|81|19|2|248493.51|Rejected
42148|1235|47|65|30|1|346645.95|Rejected
511|177|49|98|17|3|209677.48|Rejected
13732|1525|46|37|30|1|129991.95|Rejected
31798|1784|4|98|8|1|17602.24|Pending
52451|1289|46|32|36|2|133928.98|Approved
93215|945|40|90|12|1|27221.35|Rejected
28843|1693|19|53|49|3|209225.09|Approved
30536|861|41|1|26|3|200619.8|Rejected
91407|754|2|51|29|1|472687.88|Rejected
7934|462|23|18|31|3|314453.49|Rejected
27046|568|6|32|15|2|367077.57|Rejected
13062|1203|22|79|6|3|229738.67|Rejected
86075|1309|42|77|15|3|473670.66|Rejected
72845|310|49|48|31|2|329686.32|Approved
36000|831|24|46|35|1|86699.68|Rejected
29905|1705|46|73|40|2|209681.27|Rejected
10312|1280|17|63|42|2|305559.58|Rejected
90208|1430|37|94|7|3|377478.55|Rejected
9383|1609|36|38|34|1|457036.46|Rejected
79988|1471|13|80|8|3|391578.06|Rejected
20548|179|4|19|46|1|337454.57|Rejected
13135|176|13|22|16|1|246287.62|Pending
48547|303|18|52|4|3|388196.75|Pending
88752|46|7|81|49|2|278218.86|Approved
6548|160|34|16|22|3|107808.7|Rejected
67072|1761|49|27|38|3|242520.97|Pending
93441|83|40|94|15|1|278772.58|Pending
95640|25|24|57|23|2|73220.06|Pending
77542|535|32|18|38|3|379404.49|Approved
3916|9|50|51|27|1|19013.38|Approved
91042|527|45|32|25|2|161448.0|Rejected
82200|404|35|71|12|1|172289.52|Pending
82323|621|10|99|28|3|196431.3|Pending
59032|1389|3|27|44|2|26614.05|Pending
4942|1419|27|27|14|3|482258.25|Rejected
10833|1356|32|71|19|3|199080.41|Rejected
47480|1612|23|21|17|2|483732.75|Rejected
59283|1784|44|55|48|2|338579.87|Rejected
51285|1504|2|5|49|1|391558.99|Pending
7156|1481|45|58|23|3|232725.77|Rejected
77806|1276|18|5|8|1|293818.96|Pending
26162|1376|28|30|27|2|270790.85|Pending
54528|1610|13|86|50|3|448245.08|Pending
84158|701|33|15|26|3|491995.15|Rejected
8846|814|43|75|45|3|363901.41|Rejected
35522|1123|7|76|21|2|484154.49|Approved
11085|490|6|68|2|1|494133.74|Rejected
87639|71|1|29|40|2|61242.45|Pending
50408|108|45|59|38|2|428851.28|Rejected
16593|445|46|47|44|3|365602.06|Approved
9885|1504|47|10|34|3|131534.79|Rejected
25533|138|25|56|12|1|39675.96|Approved
80200|356|31|52|24|1|216049.55|Approved
95173|28|24|35|18|3|210889.34|Approved
86734|108|30|47|16|3|84690.65|Rejected
42599|1373|47|23|34|2|88251.25|Pending
32506|652|11|2|18|2|176692.22|Approved
49333|212|24|36|36|1|486714.8|Pending
5977|326|32|67|48|1|42155.27|Approved
624|495|5|74|37|2|336024.09|Rejected
9971|195|38|96|32|1|215784.92|Pending
33107|74|48|81|31|2|252021.46|Approved
74450|1647|8|29|31|1|19303.94|Approved
24056|1225|26|5|36|1|462152.57|Rejected
62877|451|8|27|1|3|461508.36|Pending
24997|427|27|63|13|2|349358.75|Rejected
77155|527|39|36|50|1|414346.42|Pending
71235|366|4|81|31|2|323230.04|Approved
87030|454|10|34|11|1|499240.98|Pending
99229|1647|17|19|14|1|262917.47|Approved
1145|589|12|32|41|2|36417.33|Pending
30784|948|19|21|49|3|481736.4|Approved
79634|145|25|23|23|1|363788.85|Rejected
23479|1251|25|90|19|1|399713.11|Pending
7219|1741|34|32|50|2|234908.3|Pending
34099|672|2|78|26|1|387086.58|Approved
14408|1085|49|4|35|1|114073.21|Pending
122|454|38|22|15|3|465430.53|Approved
61130|1644|14|59|31|1|267815.56|Approved
3789|1152|7|2|11|2|205027.94|Rejected
44430|1794|37|82|13|2|134478.47|Approved
14929|1309|45|55|16|2|75807.2|Rejected
60444|711|43|32|35|3|357852.73|Approved
42195|1547|41|5|26|2|496729.31|Approved
5928|1489|23|92|32|1|42754.54|Pending
5108|279|42|16|34|3|366873.69|Approved
71809|1103|31|84|6|3|235019.32|Approved
97108|132|8|93|26|3|259769.05|Pending
53364|1532|42|83|7|3|350289.58|Approved
47448|1409|34|89|35|2|264915.49|Pending
47290|135|30|16|32|3|98654.58|Rejected
86976|502|18|41|14|2|62147.78|Rejected
47777|1488|49|52|12|2|289028.28|Rejected
78388|89|36|84|40|2|306147.33|Rejected
44373|769|36|32|21|2|342534.74|Approved
19420|499|45|72|23|1|339599.41|Rejected
80694|1399|21|74|5|3|200129.96|Pending
46275|1132|3|88|28|1|85480.14|Pending
17789|1549|22|32|27|1|29081.28|Pending
50830|1346|22|10|10|1|394107.96|Approved
39416|172|3|32|42|2|284916.3|Rejected
17972|173|16|67|45|2|438802.29|Approved
54041|302|37|78|42|1|337883.88|Pending
37406|1383|23|22|12|1|9405.79|Pending
65577|1249|31|60|36|1|88437.67|Approved
43390|968|6|99|1|2|8310.63|Approved
90686|221|34|13|12|1|274900.89|Rejected
94664|1643|1|88|42|1|25309.31|Rejected
66470|804|18|75|35|3|234107.53|Rejected
80779|1579|28|7|4|2|172333.38|Approved
23896|420|8|58|4|3|148690.35|Pending
45881|64|11|54|30|2|268596.64|Approved
37220|296|30|35|24|3|152750.19|Approved
73520|497|35|26|49|3|483013.88|Rejected
18816|1434|20|88|16|1|146225.0|Rejected
30823|461|21|57|1|1|325152.42|Approved
39504|1417|19|58|20|1|483459.51|Pending
13004|442|40|43|24|1|227172.94|Pending
9108|1461|2|28|18|3|59878.63|Pending
40666|1209|44|14|45|2|473076.31|Pending
89840|414|10|84|4|3|200370.76|Approved
44645|1603|25|23|21|2|419020.93|Approved
88037|257|16|83|37|1|256483.96|Rejected
80184|261|1|12|45|1|169202.83|Rejected
95711|1044|12|47|4|2|402218.45|Pending
85699|6|5|36|11|1|50411.69|Rejected
63499|1046|48|39|8|1|349434.89|Rejected
60616|679|2|60|48|1|41764.16|Pending
42992|460|8|38|28|3|113000.99|Rejected
55821|1165|6|41|33|2|163364.28|Pending
45151|1156|25|61|47|3|5195.75|Pending
26689|1000|35|16|11|1|308444.58|Rejected
97688|259|24|85|47|3|270719.7|Rejected
66133|573|15|45|42|2|290128.94|Approved
51990|1822|5|9|37|1|50423.39|Rejected
8675|1740|23|46|5|2|419632.27|Pending
48457|8|5|16|3|2|451074.13|Pending
32862|110|13|59|14|1|152150.19|Approved
60677|1410|27|92|31|2|282887.73|Rejected
34183|1253|21|8|2|3|6078.07|Approved
46263|1072|6|46|45|1|218567.87|Rejected
19764|1508|1|52|18|3|315126.1|Approved
37507|748|15|46|8|1|420890.62|Rejected
34094|259|18|51|31|2|318841.63|Approved
73389|86|46|91|6|2|200022.51|Pending
88301|1067|28|19|42|3|12609.34|Approved
20259|1495|3|90|35|3|82293.26|Approved
93696|1050|31|11|3|3|177313.14|Approved
74553|445|16|89|40|2|411907.42|Rejected
63908|766|31|36|8|1|108302.33|Approved
5575|540|47|40|13|2|185976.26|Pending
18339|1012|19|72|2|3|90155.6|Pending
90703|866|5|79|16|3|233337.22|Rejected
41661|1677|11|15|43|1|261632.8|Approved
52504|1583|22|28|40|3|367101.98|Approved
15782|918|12|51|9|2|199944.52|Rejected
28465|664|47|93|40|1|328984.83|Rejected
66550|519|19|19|25|2|186691.23|Approved
54825|1353|29|24|25|2|23027.13|Pending
83515|1750|4|91|5|3|136964.6|Approved
27449|539|8|44|20|1|422224.71|Pending
94207|1399|1|5|12|1|35302.72|Pending
59346|1827|10|7|5|1|370190.3|Pending
92106|1564|19|61|6|1|314847.32|Rejected
35421|60|23|77|29|1|120304.73|Rejected
97600|67|27|16|30|1|490563.53|Pending
74752|738|14|89|49|3|39732.56|Pending
15090|630|37|88|35|2|36977.64|Approved
26608|1320|33|82|31|3|12814.41|Approved
54287|1165|16|26|11|3|451768.25|Rejected
27299|1755|21|67|5|3|46392.08|Rejected
87986|1454|12|80|20|1|11284.83|Pending
95359|719|33|63|48|1|51308.31|Pending
51375|453|17|35|32|2|46382.48|Pending
95069|461|37|34|13|3|439183.79|Rejected
519|589|7|14|47|3|71559.0|Approved
71741|1659|44|94|43|2|300148.93|Rejected
5885|735|23|49|46|3|123399.38|Pending
17105|1011|23|78|15|2|27814.69|Approved
63005|71|42|9|35|3|236229.65|Rejected
34484|724|18|95|36|3|472944.88|Pending
33439|966|15|10|46|2|434413.7|Approved
15531|502|24|56|4|2|435661.91|Rejected
52139|710|43|97|24|3|322958.25|Approved
82585|794|2|29|37|2|123057.01|Approved
35989|1764|17|55|16|3|60399.86|Rejected
44606|14|11|51|47|3|72566.4|Pending
79279|1457|8|26|15|1|459950.1|Rejected
78352|672|20|10|40|2|449783.52|Pending
98390|445|33|15|5|2|499762.87|Pending
73194|1245|13|73|29|3|365383.04|Pending
20239|1733|19|87|42|3|5083.82|Approved
62474|838|19|98|27|2|39728.0|Pending
86470|1524|7|67|20|1|163456.07|Approved
34986|1433|40|26|34|3|330877.97|Rejected
95641|48|35|12|35|2|485186.85|Rejected
56492|1749|48|37|43|3|282778.56|Approved
71247|1083|34|27|22|2|392470.31|Pending
60451|684|23|75|21|2|239332.06|Rejected
37312|1350|39|61|29|3|386037.99|Rejected
93429|1593|30|9|46|1|369158.68|Pending
55275|108|25|26|5|3|119383.56|Pending
68366|416|32|28|29|2|487539.1|Pending
46780|997|46|19|7|3|83282.26|Approved
55472|799|32|6|48|1|375812.46|Pending
2330|559|30|14|39|3|360744.91|Pending
1762|1212|24|76|36|1|365175.4|Pending
46323|436|18|97|32|2|52003.01|Pending
67298|1231|39|75|44|1|464204.24|Pending
68821|687|18|30|25|1|259359.72|Pending
45875|1593|16|61|38|1|210803.68|Rejected
44291|524|35|36|16|2|311420.23|Pending
13784|395|8|40|8|2|52554.76|Approved
93451|1213|19|28|43|3|13418.57|Pending
89183|1104|8|1|43|2|145971.39|Rejected
73889|991|41|18|2|1|59910.15|Pending
49312|1804|33|11|25|2|498530.91|Pending
11128|551|45|62|1|3|264020.47|Pending
32006|331|30|73|25|1|430696.23|Approved
68597|1737|47|31|43|3|393309.43|Pending
75965|374|40|80|44|2|43971.38|Rejected
71543|452|5|44|27|2|237994.1|Approved
66584|644|25|50|43|1|193619.64|Approved
73719|321|25|9|25|1|489836.68|Rejected
54414|1237|33|34|34|2|189044.95|Pending
75938|1543|41|29|28|1|18822.03|Pending
52402|1137|4|19|38|3|418774.88|Rejected
9504|440|34|28|40|3|159217.54|Pending
64960|666|11|7|15|2|194359.0|Pending
48539|1648|45|12|32|3|314799.77|Pending
88325|981|22|44|33|3|58761.18|Rejected
92125|1725|25|34|14|2|175504.75|Pending
91691|112|13|12|36|1|106193.91|Rejected
40894|1735|44|17|12|1|33847.74|Pending
78839|377|29|80|33|2|106096.13|Pending
55604|238|8|36|5|1|148001.15|Pending
72723|530|13|44|32|3|141072.06|Rejected
51364|887|2|66|19|1|112378.92|Rejected
40724|1067|29|74|26|3|470892.01|Approved
14624|140|45|80|13|1|43634.29|Pending
22189|1128|26|90|50|2|67963.32|Approved
1238|813|41|5|50|1|480544.68|Pending
36036|1445|40|19|5|2|235872.33|Approved
12372|104|6|16|3|1|365096.65|Rejected
66400|1308|14|32|33|1|61455.63|Approved
50899|1224|24|4|3|1|215547.88|Pending
43029|74|36|95|15|2|485564.69|Approved
25017|254|12|1|31|3|24059.26|Approved
7563|340|45|76|17|2|90134.91|Rejected
27121|1406|43|9|30|2|99213.24|Approved
77282|1737|26|11|14|2|204574.58|Rejected
17586|1108|42|88|40|3|214827.41|Pending
64669|304|14|20|17|3|368143.77|Pending
74478|320|45|92|33|3|87713.48|Rejected
95374|243|6|81|39|2|484569.9|Pending
55224|328|45|77|34|3|331077.77|Approved
78100|940|45|3|25|3|146004.39|Rejected
24076|1183|29|46|33|3|23167.62|Approved
60978|1069|50|20|7|2|255755.55|Approved
84312|314|28|69|9|1|361018.55|Rejected
37737|1207|24|78|6|3|234635.13|Pending
55652|1358|14|48|28|3|201370.44|Rejected
9254|1259|7|93|20|2|55426.39|Rejected
27165|1606|45|22|6|3|325510.09|Pending
58716|277|21|40|23|1|170405.84|Approved
22827|742|35|75|17|2|457024.91|Pending
3750|1035|1|23|34|3|242022.5|Approved
97330|128|26|20|33|3|166949.5|Pending
68582|367|49|85|39|3|466499.6|Pending
26649|10|38|82|8|1|419196.17|Pending
5491|980|42|67|34|3|257623.38|Pending
83984|582|2|19|49|3|55005.99|Approved
43661|871|26|81|40|3|145019.12|Pending
59945|1712|40|64|17|1|167282.41|Rejected
91488|823|49|1|49|2|134989.77|Pending
86128|1785|45|14|14|3|164071.27|Rejected
83836|370|10|97|26|2|129829.75|Rejected
58591|869|15|92|8|1|451116.91|Rejected
34881|376|4|71|42|3|491094.65|Approved
22829|560|19|83|26|2|303009.68|Rejected
57254|574|44|31|24|3|256665.04|Approved
28657|120|5|59|10|3|463908.54|Rejected
82011|253|29|94|49|1|20300.9|Rejected
68520|135|44|92|9|1|367272.59|Pending
3359|637|36|23|8|3|388360.94|Pending
7758|388|25|60|50|3|255531.17|Pending
12441|535|32|57|7|2|406739.7|Approved
55475|1115|41|66|8|3|250986.64|Rejected
72343|724|31|18|12|1|31629.16|Approved
76710|106|45|59|15|3|20471.32|Approved
13234|1098|19|72|38|1|243699.16|Pending
38827|888|12|57|1|1|182384.13|Approved
90292|222|21|70|16|1|396879.51|Pending
14853|483|3|11|23|3|245457.96|Approved
32319|1425|35|59|26|1|110025.51|Approved
35317|1737|27|81|29|1|423233.01|Approved
12925|1407|41|85|30|3|308415.12|Pending
92562|699|24|3|45|1|268712.45|Pending
14765|353|22|63|25|3|477721.68|Pending
57834|156|21|90|3|2|191865.22|Pending
34737|254|7|75|45|2|204530.98|Rejected
26740|740|31|4|16|2|300362.56|Approved
13763|802|20|47|12|3|429399.03|Approved
71548|657|2|97|31|3|289898.33|Rejected
61458|1228|10|85|16|3|345144.48|Approved
81145|787|43|51|13|2|351933.02|Approved
69512|1516|44|33|12|3|434516.5|Pending
49832|537|50|38|41|2|499615.85|Approved
