investment_id|date_id|investment_type_id|account_id|location_id|currency_id|investment_amount|investment_return
99329|1779|3|20|32|1|667136.06|10232.31
17527|1082|4|31|29|3|543760.16|1868.89
41788|414|5|19|48|2|228899.38|1120.43
64487|1190|3|62|37|1|281995.45|13009.46
50746|245|3|51|43|2|659147.83|-2244.74
57166|1611|5|98|8|3|95972.13|4161.94
42618|1229|2|67|35|2|212284.89|765.07
22272|1344|4|66|38|2|400206.9|14899.38
94375|221|4|2|46|2|142647.96|5584.23
59505|1145|1|58|8|3|79839.0|6994.35
58331|1219|1|46|18|1|412992.7|-959.73
70362|596|3|74|24|3|796818.4|14897.24
91338|28|3|47|30|1|51611.37|-3935.34
93640|1800|4|53|8|1|494478.76|1604.22
60954|274|2|33|27|1|643956.87|2479.63
9597|1104|3|43|33|2|348511.52|3540.16
14248|1038|5|87|27|2|712423.42|9221.97
46912|758|2|18|29|1|572077.68|9668.38
65685|1809|3|71|7|2|809777.44|344.45
10495|1671|4|59|9|1|785582.25|-4781.78
60608|1751|3|21|9|1|297337.29|-1365.94
31151|994|3|63|47|1|747446.31|14675.53
81125|1490|4|92|40|2|716075.59|2798.72
61156|916|2|13|1|2|948455.63|-1165.55
45693|357|2|31|16|3|640520.8|9632.84
68115|1059|1|27|24|2|146474.47|4761.29
95654|1278|4|35|15|1|441109.4|10608.61
35278|1252|1|13|10|2|663639.36|-2859.93
62475|813|4|50|3|1|76058.79|-2704.45
13725|879|3|84|47|3|601265.08|8707.39
39302|277|4|11|13|3|826201.79|7852.37
40041|457|3|79|6|2|636805.6|9029.42
40197|1400|2|83|21|3|350075.23|12824.56
68584|1158|4|4|30|2|491372.08|13454.87
73379|1300|5|65|25|2|864721.15|-4792.78
22688|1508|4|32|41|1|648030.8|3631.89
12098|1038|1|51|22|3|787358.2|5959.18
33552|1522|1|6|1|2|874782.59|-99.65
49240|301|3|65|19|1|521751.66|11348.54
92479|701|3|57|5|2|868058.93|2638.6
42640|1178|4|58|19|2|751266.15|3008.61
79388|1434|5|16|45|1|847283.63|-4957.66
88617|679|3|99|39|1|128519.46|5482.2
55024|1131|5|47|17|3|35924.49|-453.76
31775|209|3|48|11|3|982725.04|14428.95
61097|596|2|88|49|3|995999.91|-3298.79
83434|1601|4|65|17|1|502556.79|563.29
10846|1511|4|71|13|1|487411.11|-90.23
25016|829|5|47|20|1|348185.43|6900.67
19543|992|1|50|25|3|751334.17|11417.26
7145|1577|3|75|38|3|201689.34|3287.16
60830|72|1|2|5|1|737599.96|-3957.11
83963|1247|1|3|39|3|477544.66|11696.38
76435|365|5|100|33|3|202963.17|12790.32
3660|300|3|44|45|1|631051.12|8960.09
79753|1436|4|12|36|1|947703.64|2313.58
4662|1010|3|76|41|3|360379.08|3771.29
52546|1462|5|78|29|2|315919.03|10426.27
57371|799|5|42|50|3|761498.72|1867.34
28334|234|5|27|15|3|872212.13|13544.12
55202|468|3|44|17|2|997187.16|1088.1
71585|1195|4|99|8|2|342448.35|-4219.53
11050|988|4|10|16|1|99149.23|-1198.04
16319|1788|2|46|35|2|697787.48|-2008.63
22425|1388|1|82|42|2|321955.18|5740.41
55720|1608|1|14|5|1|265772.55|5025.38
84402|327|1|86|47|2|840929.43|-3406.26
67410|357|4|43|40|2|661814.24|5751.57
68092|928|1|69|29|2|756564.53|9008.29
64636|960|4|56|33|2|820389.23|-1212.07
45029|149|2|94|37|3|356528.26|6819.6
7857|859|3|93|37|2|389045.25|1524.13
64374|1171|5|67|23|2|922875.79|-3331.45
77304|1411|2|59|37|1|387166.52|1938.04
89116|1256|5|96|12|1|62096.37|5299.94
97041|1556|1|20|41|3|227550.73|-2367.73
6617|1652|1|8|25|1|151936.67|7863.67
77798|274|5|7|18|2|724891.03|6800.29
66070|212|2|90|31|1|112804.62|-1865.46
61572|913|1|11|42|2|460130.7|301.06
10626|803|3|21|10|1|424733.95|13692.86
49555|690|3|32|24|2|68497.95|1494.96
72736|1697|5|93|7|1|344356.69|14465.14
26180|983|4|1|5|3|332691.32|-812.65
77920|882|3|34|22|1|598471.98|6475.02
19275|322|1|41|22|1|851657.0|-402.88
26290|608|4|72|13|1|110166.51|9236.11
28181|1057|1|81|44|2|912825.28|-4147.62
57896|1743|2|69|27|2|16689.53|8676.62
57875|804|1|89|31|3|145525.14|2612.99
76956|1287|3|92|40|2|316616.35|-4992.26
83190|931|5|85|17|2|847239.19|11410.78
48153|77|2|84|8|2|497768.28|-1634.44
33817|1307|2|49|9|2|700463.42|3786.74
31722|608|2|94|38|3|641145.17|3867.46
59571|224|2|65|25|3|807655.63|6278.35
83073|339|2|55|45|1|647009.48|-1741.11
17259|948|3|97|6|2|515201.21|14714.23
66959|643|5|59|8|3|52796.31|-1179.73
56208|1265|3|97|25|2|75110.0|1175.57
88078|950|5|17|12|2|916490.11|-3978.25
14471|1021|1|85|25|1|806782.69|-4624.4
65594|453|2|80|2|3|972379.88|11587.15
64026|197|4|61|35|2|625067.59|10831.32
85122|1544|5|87|25|1|38604.71|13227.45
92708|726|1|9|50|2|594740.21|7299.37
72277|680|2|32|11|3|812046.32|-2303.21
43848|1215|4|45|38|1|864578.24|11868.26
21834|804|2|10|17|2|256197.61|7062.25
43013|1531|5|18|6|3|131888.72|1862.12
4928|947|3|25|21|3|47863.03|13775.33
91121|854|2|72|16|1|121328.17|-1455.49
74466|1517|5|46|26|3|198095.9|14781.61
87095|1277|1|16|40|3|392845.07|14097.79
68203|1388|5|56|7|1|630409.6|-1557.18
21530|1745|5|80|7|3|997112.28|-3822.93
15910|548|1|51|40|3|514679.15|-2987.85
38121|675|3|35|48|3|113491.25|378.65
77397|1083|1|21|8|1|298023.27|-1518.26
35895|1181|3|63|3|2|213382.14|11674.46
67551|969|3|35|6|2|461880.91|-3403.01
35049|112|4|89|9|1|967960.8|12781.54
65267|898|3|62|2|3|465688.07|13962.22
19452|1419|1|31|16|1|89158.01|5900.34
24750|657|3|39|5|2|630344.37|1795.82
70145|1264|1|57|47|2|437210.41|7420.59
67524|1295|1|60|32|3|217953.24|-3666.88
12384|449|3|88|19|1|609155.15|11889.99
47653|1156|1|34|49|2|290048.98|6855.65
71970|924|3|16|34|3|172894.32|8256.87
76256|1761|4|1|22|1|197598.16|1738.54
97148|1463|2|96|15|1|167371.11|4056.61
31933|558|2|10|20|1|825240.62|6266.77
16809|1398|5|26|18|1|328724.05|9624.7
78852|1624|2|16|31|1|3384.99|-2976.86
68173|1806|4|58|8|3|696255.15|-1808.48
29338|1486|4|80|47|3|326595.41|7170.14
73877|262|1|67|41|1|209663.16|14569.77
73036|1137|1|51|26|1|772687.09|4685.62
83642|831|2|71|22|3|208149.09|4219.26
36136|1507|1|72|14|2|876432.09|-3690.88
80675|914|2|13|14|1|264212.82|133.86
53668|768|5|43|9|2|402298.01|3651.99
62352|883|1|96|2|2|626826.67|5969.15
41836|574|4|60|49|2|676650.6|6291.83
54491|174|4|6|47|3|608855.02|1823.86
5459|1108|3|78|9|3|596526.77|526.18
2038|1142|2|34|11|3|734102.8|8475.9
41842|681|5|67|24|1|895644.76|-1290.5
78370|574|3|22|42|3|458516.38|-501.86
55146|1470|3|15|24|2|8545.42|9725.78
50743|101|4|61|9|1|944747.36|6073.81
30114|959|2|5|40|1|195622.91|4416.86
62977|1239|3|35|7|2|971207.27|-1572.49
65403|500|3|71|39|3|243330.8|7236.33
42520|1310|3|84|39|2|332915.53|-163.56
31761|818|5|61|25|2|746369.71|7488.74
8100|153|1|99|10|1|69064.09|14576.46
18282|1757|4|46|37|3|738591.6|-3278.38
80542|1801|2|28|18|3|436594.03|13403.38
78150|811|3|70|13|2|237446.48|2527.97
92696|887|5|8|27|3|879681.44|-545.57
674|288|5|95|23|2|398922.88|5282.12
65914|662|5|16|10|2|53603.74|-350.79
88506|26|3|3|42|3|581192.94|13674.08
34705|1531|2|54|4|3|705791.43|-1916.65
96393|823|5|78|33|3|19389.5|557.54
54911|1070|4|100|44|1|586652.82|119.65
38847|1732|2|85|28|3|517844.66|10008.93
60323|1127|2|70|25|2|652363.04|-4424.9
47412|1238|1|35|6|2|871464.25|10233.62
50630|98|1|57|49|3|251927.87|6976.75
467|1442|4|62|6|3|503011.59|11666.1
7139|96|1|82|4|3|539686.67|14892.24
73497|1569|2|57|43|2|940682.93|13821.7
59126|425|1|65|26|1|963458.28|10091.27
98370|63|5|50|47|3|133583.0|13341.75
94277|183|5|74|17|2|109924.94|-2780.25
80749|851|1|27|31|3|144731.06|5536.2
52422|794|2|46|44|3|79798.13|7299.85
8774|1516|1|35|37|1|237543.66|4158.14
86432|164|1|14|21|3|236309.06|-2492.85
9368|600|3|50|16|2|446633.89|4089.61
30753|1530|3|24|42|2|860890.09|10903.95
80381|273|5|23|4|3|501975.8|6703.79
66229|874|1|59|42|1|273368.21|12501.69
71458|679|3|8|11|1|935628.31|6901.26
31793|650|4|43|40|3|87600.87|13779.91
47337|1775|1|47|47|2|65152.03|-2478.84
32117|97|5|46|31|2|749890.86|-603.02
28444|205|4|92|29|2|748039.67|11846.98
38667|383|1|11|50|1|337822.62|-967.34
83962|755|3|75|46|3|281358.76|-4545.41
53561|1493|2|21|34|2|516081.62|-2416.99
63894|405|2|41|36|2|828112.22|7665.29
11137|791|2|59|28|1|936600.4|-2981.27
59558|1325|4|41|49|2|828903.61|-3841.7
19059|32|2|79|17|3|110294.77|13783.59
16566|753|5|97|22|3|972019.68|5795.76
42557|676|1|3|42|1|733086.29|11627.8
49504|1322|4|48|13|1|59151.41|7301.17
72649|1215|5|40|6|2|421252.32|4599.97
9615|1626|2|95|34|1|701344.14|3147.18
71706|1076|2|55|16|1|821341.42|13583.12
16806|789|5|74|29|1|531185.48|9299.08
14993|559|1|71|48|1|797363.17|3683.01
41761|825|5|15|26|1|107630.96|8276.59
73973|1013|2|59|19|2|503047.37|8225.4
43494|1437|3|1|22|2|402280.71|-1857.65
51387|1706|5|31|49|3|203794.45|-1405.62
33467|1391|2|80|38|3|811591.29|11997.76
24370|299|3|58|30|2|935925.17|10663.2
67384|1371|2|39|37|3|777871.37|6389.49
483|1314|1|90|49|1|811035.7|2027.53
23656|1667|5|91|8|1|9516.64|1585.37
5642|1519|3|78|50|1|359089.14|14041.65
54693|738|2|45|18|3|13625.4|1073.58
21155|1588|2|5|41|1|244405.24|3485.98
37210|1273|2|91|25|2|481872.86|12638.6
77543|742|1|4|6|1|876000.47|799.29
53867|1730|4|45|13|3|276053.95|-2569.79
3444|832|4|72|3|2|432858.22|6959.64
61833|1775|3|39|34|2|979101.49|1567.99
79193|578|2|75|13|3|753268.99|-4086.14
75077|1251|2|96|36|2|746729.91|3579.33
70077|228|2|80|35|2|622382.12|3361.49
70975|1409|1|35|35|3|534645.34|-3122.52
67525|735|5|84|6|3|903351.71|-1983.14
34246|1116|3|97|35|2|354808.07|-971.43
56827|755|5|2|26|1|347430.56|5248.16
54848|1537|2|24|28|2|177859.38|10395.42
94036|1623|3|7|3|1|285059.27|4293.7
71784|1417|1|84|29|1|725852.98|3833.12
43092|513|4|99|16|2|760729.96|-1321.6
21767|1424|5|15|36|1|506291.73|11960.45
66408|462|3|63|26|1|134985.04|5667.72
46213|18|3|98|31|2|456872.25|6971.49
5014|545|1|50|38|1|795373.81|12423.15
37203|342|2|57|23|2|980021.13|-2488.26
5105|1206|2|59|18|1|392735.36|-2610.28
5225|1612|5|76|45|1|782211.67|9614.85
82534|1023|3|59|40|1|881302.7|-4715.36
66159|185|1|2|2|3|739820.54|11909.17
69141|1682|4|56|25|1|790226.09|6900.26
50914|1573|3|78|16|3|56763.2|5229.29
10713|176|3|18|16|3|349286.6|8083.27
44921|618|2|54|1|2|632751.07|14534.76
54772|1142|4|92|42|2|915849.29|5531.9
90036|1317|2|24|6|2|195009.98|9305.55
94521|224|5|26|38|3|644998.55|11257.73
52155|1794|3|14|17|3|333766.46|451.63
86970|904|4|91|21|2|779192.75|12081.13
58406|267|4|52|9|2|101138.32|7058.09
62232|1554|1|54|45|3|69742.21|5645.07
26887|1165|4|17|43|1|425986.86|5191.25
54194|1096|4|50|49|3|497740.83|11790.45
50588|960|1|35|35|2|801666.72|-240.07
23473|908|4|94|20|3|618282.8|11244.12
3684|430|1|76|15|1|550241.13|-4190.13
22674|1279|4|10|18|2|3231.42|-4662.32
70490|1009|1|46|16|3|688325.79|9504.96
8159|427|5|46|9|2|664912.49|13460.81
71639|1074|3|48|45|3|965810.62|-693.43
59433|1788|1|24|25|3|599992.48|-516.76
1888|1044|2|26|14|1|853001.38|7366.12
45536|245|3|82|41|2|33471.28|9378.43
31866|1326|1|89|37|1|504729.36|8389.6
66464|1127|1|4|44|1|160766.96|-4204.13
35120|1171|4|49|26|2|576214.85|2301.33
74804|1687|2|88|16|1|265954.45|470.62
2032|47|3|53|37|3|804617.57|8005.98
49369|844|4|27|32|3|949725.27|10817.76
11569|1590|2|4|29|2|794770.57|2094.65
82304|1399|3|39|10|1|17082.65|8031.98
78597|614|2|64|37|3|328030.67|13193.66
62314|53|3|79|34|2|599615.58|-2654.0
37296|269|3|1|33|2|553415.05|-3934.92
46772|1285|5|50|8|3|903251.59|3373.57
45812|456|5|85|1|1|467187.11|12234.43
44458|586|2|40|48|3|869750.13|6351.29
52676|756|4|78|20|2|762163.9|-3855.34
82572|301|1|23|7|3|427144.17|-248.15
76386|149|1|73|32|2|278095.66|-2599.15
10093|1102|1|75|9|3|460219.39|-3285.13
92654|23|3|45|3|1|205141.52|7255.7
30115|687|4|63|43|3|497268.1|6352.38
72092|89|2|25|4|3|283262.7|1709.17
54697|1567|4|3|3|1|579013.57|10154.29
48650|1788|4|54|3|2|442943.26|7699.63
90301|1302|1|24|41|1|113140.06|13905.58
65842|369|2|67|16|3|198036.06|2355.8
18243|1491|5|36|31|1|120279.72|2322.49
4488|454|3|32|45|1|148395.26|-571.71
58295|364|4|61|28|3|219716.46|12524.0
25297|940|2|96|12|3|827000.43|13653.02
48764|968|2|52|26|2|168656.76|2233.86
94877|904|3|79|6|2|185664.78|13733.12
52581|1733|5|31|31|1|200217.84|9515.32
29881|1102|5|1|34|1|422470.99|13667.98
69296|40|3|21|26|1|849170.18|14751.13
73923|248|2|84|20|3|70327.76|-953.8
95299|685|4|45|7|1|237984.62|3338.4
61630|1821|4|17|48|2|340533.67|12887.16
95265|775|4|99|3|2|599459.3|14882.47
135|576|3|44|1|1|596100.79|1986.09
43791|343|1|30|17|1|717444.83|8192.3
82745|1055|1|33|11|1|897715.8|9250.87
14875|364|2|48|34|3|359344.33|11247.4
19096|1580|2|99|47|1|157569.7|1678.8
46800|1267|1|23|49|2|48149.32|-784.83
83629|1220|4|29|38|2|968114.43|4097.63
95972|750|1|62|15|2|547924.89|10381.64
95372|1456|4|24|29|1|767169.28|-2956.59
80305|1592|5|23|43|1|958289.04|-4682.96
10937|1303|1|1|41|2|777483.5|7327.51
62301|1678|5|48|36|3|371704.84|4297.51
74763|995|1|21|7|1|248203.12|12579.26
55133|838|3|61|22|1|64219.32|4816.77
86712|716|2|92|2|3|230554.58|13307.33
31017|1229|1|30|42|3|822131.68|-1181.49
29959|437|1|47|39|2|310843.1|5810.52
18779|68|4|66|7|1|187304.94|10381.3
54010|710|2|27|47|2|506543.86|587.34
47015|560|5|10|28|2|857307.71|13769.83
3649|918|4|51|37|3|385725.11|-4778.1
75589|1116|2|20|12|2|444651.81|5418.35
32142|1340|5|60|33|3|251874.52|14686.68
80337|690|5|62|8|2|47467.27|-4463.3
56607|744|3|68|3|2|802027.58|11191.48
51394|1084|2|68|6|2|930983.44|12898.83
62289|218|5|58|25|2|712346.89|12389.37
5039|1407|5|62|24|3|846140.24|9608.52
59031|155|3|38|20|1|349386.54|-3173.81
51868|1588|3|50|3|3|167435.29|-196.86
97538|537|1|33|29|2|311331.17|13086.53
44170|1537|4|59|32|1|381785.42|12816.91
32728|1296|5|70|19|3|468446.35|8789.27
81745|1543|4|57|23|3|32757.87|11367.92
50762|776|2|6|11|1|661567.77|2989.57
85482|817|5|20|16|2|145305.91|-3416.12
5123|979|2|56|39|3|873592.48|12583.4
21365|799|4|48|40|3|559915.39|9796.05
16730|1499|5|95|50|3|475881.71|14405.69
61663|397|5|51|9|2|710764.47|9354.74
54619|698|1|46|17|2|981947.78|9623.43
9401|125|5|69|26|2|268422.3|6194.53
19404|1266|3|60|9|3|911700.68|-4734.9
41462|209|1|33|6|1|406413.83|235.37
25410|1414|4|64|10|1|139044.91|-1437.64
66484|764|1|94|8|3|505947.61|14316.6
49940|101|4|3|28|3|573247.86|-2863.74
31713|307|2|91|32|3|97453.76|12356.73
10979|1377|1|70|49|1|718460.53|5739.14
11777|1301|2|38|38|2|446187.91|14277.29
27409|361|5|6|21|3|725717.73|1593.58
12843|1501|4|99|43|2|574107.99|11376.72
79390|1149|3|37|47|1|967398.78|12597.53
71841|1481|1|50|11|3|370343.8|13253.63
89315|1685|4|59|42|3|745944.29|3429.24
30214|1053|5|41|7|1|773192.67|9036.39
56047|1062|4|92|28|3|933338.88|9522.76
84309|425|4|100|12|2|744659.21|7836.03
217|721|3|24|48|3|975460.44|7348.75
79086|96|4|57|47|2|953737.02|2905.25
18003|1594|1|75|31|3|225663.83|-1060.69
98891|301|1|31|48|3|897506.3|-451.88
74694|1446|4|17|42|1|183850.98|12093.18
39724|83|2|84|40|2|899712.48|-3826.75
27291|1634|5|3|39|1|327615.37|2583.85
40151|286|1|10|34|3|289930.8|6514.16
36704|1674|2|37|11|1|476662.5|7467.72
6103|1261|4|44|22|2|379739.81|14075.24
80598|896|5|98|11|1|222000.44|8797.4
45801|369|5|25|11|3|180789.02|3029.96
16247|644|4|15|26|2|326552.42|-2683.73
27224|1228|2|97|24|3|950545.1|7832.68
38351|1799|2|30|37|3|829505.62|6283.24
30563|98|5|96|45|3|123339.1|-72.78
96390|1500|5|65|10|3|798271.56|9394.07
8023|1754|1|48|5|3|557463.2|4080.32
52195|643|1|77|32|2|479667.8|-713.22
45959|337|4|3|46|2|797624.43|736.07
99068|1287|3|69|42|2|145651.58|8825.35
33343|577|2|8|32|3|808548.92|11107.97
43165|1582|5|90|19|3|370210.67|-3279.28
85174|1113|2|98|9|3|307444.11|11336.96
11997|1330|4|19|1|2|700245.91|7786.52
55686|277|2|58|32|3|579444.27|-3127.8
99884|1312|4|88|47|3|802776.58|5604.67
62811|456|2|37|41|1|809816.29|9563.0
24764|581|2|61|1|1|293825.26|8298.2
43241|1136|2|11|1|3|965839.03|-3422.77
81697|107|5|64|23|2|962226.92|877.76
27277|482|1|8|43|3|528052.29|10984.24
49252|650|1|12|42|1|324750.78|3520.78
55936|885|1|6|28|1|857796.79|-639.65
5754|974|2|100|14|2|910218.48|11153.8
34973|810|5|93|30|1|363457.55|10083.35
90840|313|3|98|8|3|923710.57|-4211.69
34288|775|3|39|50|1|577212.98|12919.58
53292|831|2|32|39|1|341612.68|-3507.56
75939|1229|5|39|4|3|976198.71|6640.0
54776|1445|2|61|35|1|227810.35|11186.03
56291|140|3|14|48|1|217601.79|-2247.6
98494|937|3|100|42|2|175373.58|-2268.85
44717|920|3|58|34|2|779272.5|6872.08
2657|1489|2|82|2|3|4467.99|-3753.97
5328|734|5|80|5|1|965053.95|-3095.09
91543|1500|2|42|39|3|636815.79|10098.07
40953|1532|4|3|37|1|978740.12|9245.77
26991|1113|4|87|14|2|612893.44|9787.75
17143|225|4|72|29|3|606819.84|410.85
22143|1803|4|25|5|2|188610.43|8543.25
84338|1155|1|49|47|2|551717.37|13617.03
55968|1701|4|71|13|1|57566.32|14765.41
39100|1602|3|40|15|3|818621.55|-1218.76
19990|158|4|36|48|3|823935.44|12377.59
23967|1168|4|39|46|1|646171.43|-3694.4
11200|974|5|42|44|2|364989.34|410.53
31208|1095|4|68|47|1|187903.5|6353.23
74272|128|2|90|21|1|604997.66|3560.14
70295|259|3|12|12|3|801011.33|13231.49
35413|1595|2|61|44|2|163311.52|9066.98
88769|417|3|91|50|3|541368.35|12225.11
16591|165|2|20|22|3|634646.45|-4142.85
13508|1724|4|57|32|3|165345.69|9529.98
96567|1286|5|8|31|3|149675.35|382.21
16495|42|4|33|11|2|161079.43|6053.15
79132|887|3|79|44|2|268811.36|10342.19
36369|259|3|63|41|1|204898.88|10680.08
54581|167|3|97|3|3|340537.53|-850.51
46353|1248|5|11|41|1|910629.34|-3331.32
74682|360|1|34|20|2|635935.63|-3580.53
74888|749|2|36|22|1|800738.61|10272.33
87863|235|5|63|10|2|933084.84|-2385.32
29400|1774|5|21|31|2|70898.15|1571.45
33990|1454|2|33|19|1|188302.2|2827.61
50821|1179|5|88|14|3|7717.53|-1487.47
94827|958|5|49|46|2|853366.61|12175.2
29252|165|1|61|4|2|583975.29|-4922.04
31432|223|2|99|39|1|512399.82|1323.85
29253|479|4|90|39|3|282950.69|3156.77
94611|1083|3|6|13|1|522403.18|-1150.38
59818|1438|2|38|3|3|632507.34|10986.52
19112|550|5|25|4|2|896214.52|-767.46
44835|1465|4|48|31|2|195184.2|551.97
82385|321|5|24|1|3|195808.01|7698.63
65361|1669|4|97|40|1|122386.28|-2453.46
18405|429|5|39|20|3|937537.67|12379.1
75832|979|3|27|23|2|349376.45|-1938.44
96835|36|4|40|2|3|597217.01|7214.9
309|535|2|33|6|1|895302.44|-4563.45
25878|1642|2|31|50|1|116183.19|1599.63
72466|503|3|66|2|3|159032.31|1687.96
27243|26|3|84|24|1|596338.4|-1420.06
2799|512|4|69|20|3|498780.08|-4536.83
14512|327|1|33|20|2|849286.91|6119.46
78741|1578|2|7|2|3|798584.05|-287.47
45758|1194|2|8|24|3|377818.01|1364.0
75337|1236|3|23|18|2|657648.03|-3750.39
3934|1761|2|53|8|1|823860.12|9477.19
52621|60|2|37|33|2|422076.44|2027.48
52359|1201|4|36|44|3|223911.71|14951.01
22039|181|5|1|22|2|935244.13|2586.27
99243|372|4|9|23|1|701820.11|9072.34
39282|400|4|17|50|3|943956.54|12097.9
82676|1008|1|97|27|1|103513.19|2327.08
24580|1439|4|45|12|3|294312.45|360.17
36545|1823|4|30|46|1|739720.28|-936.12
26357|701|3|86|2|2|916763.92|3763.87
44274|1258|5|67|17|2|593223.52|-114.64
81585|1485|4|40|6|3|453635.12|-153.36
9077|711|1|87|30|1|389171.88|4223.97
26465|266|1|76|37|2|611866.45|-4717.21
75250|50|4|54|45|2|520113.22|567.75
19991|1342|1|36|4|1|493739.07|9621.04
64865|1196|3|35|9|2|695107.4|2279.9
88775|293|5|23|37|1|29631.14|10953.28
56627|1495|4|14|24|3|102197.62|12347.54
18166|346|3|23|45|3|248707.9|11116.24
28550|1569|5|50|24|1|983661.95|2819.42
33713|1805|5|83|19|3|554193.39|789.44
43332|674|5|31|34|1|821372.72|3426.99
91157|78|1|60|14|3|181439.38|-232.74
60276|847|4|47|46|2|917154.44|1784.83
26999|340|1|36|40|3|777506.93|-2382.69
29295|866|4|56|35|2|212977.42|11645.35
10952|39|5|71|29|2|24242.05|8417.27
58421|1586|2|58|24|1|805120.79|10041.89
40133|572|2|10|25|2|272392.13|10360.75
45747|1234|2|16|22|3|188235.91|-3856.4
16474|1529|2|15|5|1|75104.84|4733.34
41831|1112|5|2|19|3|428403.0|8392.71
19708|602|2|26|49|1|453547.04|4691.45
13827|1633|5|3|43|2|940868.8|6547.93
28093|69|3|95|34|3|78583.81|13820.54
7529|377|4|19|18|3|898305.43|4693.0
67007|830|4|59|10|3|868539.55|-927.39
3674|1758|2|95|36|2|485983.66|7329.72
35296|814|5|11|12|1|961842.31|6843.17
44631|1581|1|87|4|1|547296.13|7994.98
61366|837|4|19|17|3|463980.02|6149.16
67754|1137|5|94|45|3|978821.93|13466.73
1538|313|1|50|25|2|33744.26|3151.09
17743|110|5|38|5|3|782666.39|-2488.61
36732|879|4|68|3|1|620023.99|-974.6
31511|223|3|16|12|2|754219.06|2561.52
46937|470|4|1|8|1|356598.15|1733.62
78869|1633|4|10|5|3|246205.46|6495.4
70429|541|5|63|12|2|54439.23|7818.12
69046|1382|1|52|21|1|19589.33|14154.39
34849|1400|1|43|32|2|943488.68|14493.88
49160|744|4|64|44|2|885622.56|12080.64
14733|787|2|51|6|1|865707.4|10787.76
35819|897|1|13|2|3|5493.63|2951.55
41470|344|2|88|34|1|709692.91|10066.56
13955|440|2|36|11|3|675660.96|7988.02
14834|443|2|55|45|3|216180.71|7131.76
19830|1177|2|73|26|3|162607.73|2295.81
77724|210|2|1|3|1|978075.24|13034.87
86347|1723|5|81|18|3|676133.91|-3362.77
99033|634|4|27|36|2|947020.67|9669.96
96369|980|4|18|5|2|43039.28|11886.45
13752|95|1|72|7|1|416205.25|3274.52
97037|96|4|54|34|3|455653.84|6806.16
86459|59|4|36|40|1|591333.27|335.38
12215|568|1|72|26|2|930599.11|7045.31
59970|1080|3|90|10|2|172456.33|11688.54
70037|1111|1|81|46|2|274190.67|3228.26
52686|1284|5|55|47|3|464034.75|3720.91
68323|572|4|96|38|2|560522.47|4765.57
13667|939|4|100|16|2|830802.63|1195.73
57638|1536|2|77|42|1|692224.09|7371.66
5110|383|2|28|21|1|661381.93|-1716.25
46920|355|3|51|29|2|788709.92|8685.4
61854|581|5|77|28|1|617932.85|6323.54
42396|1573|3|35|46|3|651779.75|11824.55
61905|1580|3|71|5|2|911592.43|10330.58
47848|1674|2|54|35|2|422995.95|3915.48
78599|1142|5|82|28|1|373462.07|10996.74
58110|564|1|46|42|3|743052.64|14626.88
14316|1342|1|76|39|1|24389.25|4178.61
86757|922|1|23|8|1|22455.5|-1094.16
76340|907|5|79|6|2|323807.59|1418.51
27314|739|4|6|26|3|475110.99|11901.02
64687|896|1|2|49|3|356194.87|-438.17
11216|254|4|91|43|3|256734.29|5265.37
80437|1302|1|33|36|1|387201.15|8561.33
9894|631|3|86|31|3|154860.82|6230.74
99203|870|2|11|46|2|230213.56|3261.75
8668|694|3|41|44|3|650203.3|-1223.83
71629|441|5|89|16|3|586481.31|9848.12
70913|486|5|93|37|2|862484.45|11712.93
6732|282|5|28|11|2|947368.52|1083.47
9583|917|5|34|6|2|261904.96|-4881.2
75280|1262|5|28|47|3|5667.28|-3855.47
78478|1177|2|77|40|3|451001.83|-4040.92
96197|1158|1|27|18|3|629020.7|2920.87
37807|148|3|3|28|1|986113.46|10046.82
22509|438|2|69|33|2|374208.25|-3758.51
79758|668|2|36|50|3|497573.74|9180.45
364|766|4|43|43|2|912524.9|12197.32
4619|1185|4|54|28|3|803368.78|9407.99
54986|663|1|19|42|3|238845.14|4007.49
75010|1799|3|15|45|3|792345.57|4461.16
40520|123|2|93|46|1|360434.83|3792.03
6622|1459|4|49|29|2|85485.71|2530.11
44293|337|1|52|36|2|123367.5|5233.32
8819|279|5|42|43|3|308970.28|5508.27
59711|139|5|77|44|2|135674.0|9537.22
68563|1416|1|6|35|1|188149.43|-2815.87
27913|900|1|32|49|1|331499.05|12988.17
16337|542|4|75|41|2|311066.44|-4197.61
43233|528|3|58|47|1|893849.15|-3123.67
75467|159|1|92|15|3|583195.61|-4631.24
22754|621|1|21|26|2|548368.36|12928.35
85583|1523|4|94|39|1|970582.69|-4354.56
91672|846|4|4|34|3|35927.99|13865.17
95221|952|2|19|28|1|881466.84|11175.71
77043|1789|1|63|10|2|728705.81|338.05
58151|416|5|37|2|1|161745.62|13210.57
74315|1213|5|51|39|1|615456.55|-145.29
32774|1238|4|74|44|2|874524.47|10466.11
59304|871|1|98|33|1|210610.94|11292.49
93377|412|1|5|5|2|242229.33|9867.48
59022|21|5|49|23|2|847146.56|6548.06
4032|1088|4|13|25|3|633680.77|5221.42
13924|390|4|56|39|2|625010.46|812.84
85683|861|5|80|8|3|844495.15|-3820.48
83516|316|3|83|32|1|134057.39|2758.61
51359|1487|3|79|41|2|126638.54|-650.3
