transaction_id|date_id|transaction_type_id|account_id|channel_id|location_id|currency_id|transaction_amount|transaction_status
12997|1206|1|47|2|30|2|1193.46|Completed
36267|892|4|52|4|41|1|450.45|Completed
86050|1402|4|67|4|45|1|2550.94|Completed
54827|1171|1|78|3|14|2|1342.99|Failed
79656|509|1|23|1|18|3|3739.75|Failed
27627|1661|1|67|2|20|1|3620.23|Completed
82647|794|1|57|5|12|3|668.32|Pending
51147|1702|3|3|2|34|1|2475.54|Completed
28616|421|1|6|4|32|2|4473.5|Completed
13289|38|3|54|5|32|2|4924.6|Failed
34448|5|1|3|4|47|1|274.52|Completed
55061|1274|1|9|1|21|3|8975.91|Completed
62775|1599|3|56|4|47|3|7705.72|Failed
91196|717|3|57|4|22|3|1004.32|Pending
3800|991|2|99|5|33|3|5455.23|Pending
58193|879|1|48|1|34|3|4826.2|Completed
49467|1019|3|97|2|13|1|4979.14|Pending
98247|688|2|95|2|17|3|7305.36|Completed
96961|324|1|20|3|27|3|3072.51|Pending
31806|158|1|46|1|47|1|7792.39|Completed
36268|1167|2|11|4|23|2|935.97|Pending
61850|172|4|67|4|43|1|6401.9|Pending
43873|351|1|69|3|44|2|6112.24|Completed
68531|1745|2|83|1|35|1|9425.4|Pending
44499|716|2|52|2|20|3|6676.3|Completed
97946|1426|4|55|1|39|2|8607.29|Pending
17012|1405|2|19|2|40|2|9238.2|Failed
62697|1363|3|87|4|30|1|64.93|Completed
10678|501|4|77|1|10|2|4509.95|Completed
40377|1234|2|80|1|47|3|4453.74|Pending
44644|576|2|14|3|31|1|5990.72|Failed
17755|987|3|66|1|37|2|7238.81|Pending
73323|141|3|73|4|4|3|8317.18|Failed
78003|1313|3|73|5|2|1|1355.93|Completed
13271|433|3|57|3|48|1|4190.01|Pending
78056|983|4|59|1|49|3|7038.05|Failed
63969|801|2|34|2|17|2|1143.27|Pending
62491|1353|1|74|3|15|1|9350.25|Pending
48255|406|4|93|2|31|2|2756.77|Completed
62123|1022|2|46|3|39|3|523.6|Failed
21667|1813|4|25|5|43|1|8537.66|Completed
23370|298|4|60|5|5|2|71.76|Completed
12937|503|2|12|2|39|3|1902.31|Failed
39254|865|1|53|2|26|3|8805.68|Completed
14670|1685|3|17|3|13|1|3248.3|Pending
27843|896|3|84|5|26|1|1574.28|Pending
15054|1076|3|91|2|36|2|464.42|Pending
73216|1537|1|70|2|3|3|3816.24|Failed
83142|1005|2|13|4|39|1|4641.55|Completed
97990|127|4|2|4|13|1|9367.69|Pending
1177|1057|3|4|5|49|2|198.11|Pending
88635|1564|1|46|3|44|3|274.26|Completed
40523|1820|1|48|1|43|2|8853.24|Completed
27221|845|4|10|4|6|2|4064.13|Pending
19844|519|3|92|3|1|3|5155.44|Pending
89775|601|3|80|1|21|1|1918.86|Pending
62275|1081|4|79|3|23|2|8412.17|Pending
46597|1718|4|10|5|4|3|7439.39|Failed
38873|1372|3|48|3|20|2|9665.51|Completed
63520|204|1|8|5|8|3|2707.66|Pending
60031|1641|1|19|5|32|3|1832.76|Completed
17513|161|1|52|2|39|2|2618.71|Pending
9819|707|4|37|4|7|2|6089.2|Completed
49019|821|2|64|3|14|2|2443.74|Pending
33507|1487|4|20|3|5|2|7552.4|Completed
75451|195|1|10|4|13|2|6848.21|Failed
68558|1826|3|4|1|27|1|1880.97|Completed
78646|591|1|20|4|44|2|7283.08|Failed
41927|540|3|68|4|18|1|9933.61|Failed
83149|1432|2|92|5|31|2|9620.33|Failed
2665|1294|1|77|1|12|1|471.56|Completed
50842|1303|3|30|3|13|3|1505.67|Completed
56211|1182|4|7|2|46|2|3242.6|Failed
76682|728|1|97|2|50|2|850.74|Failed
87204|1440|4|94|5|12|1|1674.97|Failed
92039|1651|3|98|2|15|3|1949.88|Pending
36817|1570|4|7|2|11|1|8386.36|Completed
50649|1185|1|88|2|19|3|2417.66|Completed
37193|1034|3|51|1|31|2|4367.61|Pending
48369|1139|3|47|3|20|3|636.1|Completed
14902|1249|3|8|5|29|1|2090.96|Failed
6248|1631|4|51|5|35|1|3073.13|Failed
15316|1588|1|91|3|36|2|4973.73|Failed
70083|1348|4|4|5|37|3|7482.94|Pending
25373|219|1|46|3|8|3|7580.56|Failed
44197|571|3|28|5|43|1|282.52|Failed
19279|18|4|14|4|7|3|5385.84|Failed
1668|1650|4|45|4|29|2|5992.1|Pending
38980|521|2|34|5|5|3|2014.33|Failed
2878|1205|4|46|1|50|1|1311.99|Failed
84384|602|1|95|5|43|1|1954.69|Failed
65204|791|1|14|3|7|3|6271.44|Failed
8303|1765|2|72|4|35|2|8970.99|Completed
73150|921|4|43|5|23|3|7644.55|Pending
80508|1623|3|87|2|28|3|981.67|Pending
4063|16|3|41|1|13|3|5999.7|Completed
22134|334|1|39|1|32|2|8283.76|Pending
94563|1204|1|64|5|12|2|9396.91|Failed
65125|1020|2|67|3|29|1|9284.38|Pending
39194|1281|3|42|2|19|3|6553.69|Failed
44638|20|4|78|2|6|1|3615.91|Completed
46063|1447|3|42|5|27|3|5647.79|Failed
19771|1330|2|62|3|45|3|9302.08|Completed
42158|637|3|36|1|24|3|4856.36|Failed
52476|1183|4|82|5|18|1|6601.14|Failed
14499|487|4|89|3|11|2|7903.46|Pending
40003|578|1|75|3|8|1|6264.93|Completed
31285|1254|2|19|1|33|1|7119.57|Failed
82929|565|1|47|1|1|2|7208.47|Failed
96386|726|3|60|3|20|1|1244.1|Failed
5106|158|4|86|4|7|1|1397.79|Failed
41300|536|1|6|4|28|3|5587.35|Failed
75558|1727|3|52|3|6|2|4738.83|Completed
91104|337|3|31|3|32|1|4587.04|Failed
97110|691|3|99|5|41|1|5462.01|Completed
98742|270|1|54|1|4|2|8746.63|Completed
89010|1075|4|25|2|16|3|7079.9|Failed
95378|1034|2|78|1|39|2|2768.0|Pending
21926|259|2|50|4|7|1|701.18|Completed
69653|1453|2|46|4|50|1|2193.62|Completed
60806|371|4|62|2|22|2|8734.03|Completed
34597|667|2|37|3|19|2|4305.15|Failed
41064|906|2|6|1|39|2|8181.07|Completed
49272|586|1|97|4|25|3|9103.82|Failed
30272|568|3|28|4|46|2|4713.52|Pending
74693|203|4|71|3|28|1|9952.3|Completed
71789|235|3|58|1|43|3|1903.71|Completed
35240|1165|4|20|3|5|2|5278.22|Failed
31553|802|1|56|4|6|3|488.37|Failed
85469|386|3|30|5|50|2|992.83|Completed
5803|911|1|10|5|39|1|9717.34|Completed
29599|790|1|3|5|49|3|8754.75|Pending
35758|1698|2|10|3|13|3|7322.34|Completed
13038|740|2|63|5|32|1|9819.53|Completed
31421|385|4|10|2|33|1|3027.08|Failed
63651|1160|3|42|3|38|3|3881.84|Completed
6771|538|2|54|5|16|2|5046.71|Pending
53498|683|2|62|4|12|1|5998.94|Failed
11448|1807|2|95|2|23|2|6543.53|Pending
77769|1182|4|95|2|21|3|5382.53|Failed
11227|1428|4|61|4|38|1|6218.91|Pending
28058|747|4|54|1|1|3|612.74|Failed
12241|751|3|1|4|15|3|3338.06|Failed
66907|118|1|26|1|17|3|8758.73|Completed
39216|1313|2|44|3|42|1|1116.82|Failed
57301|268|3|3|1|31|2|1883.92|Failed
40621|1159|3|68|2|28|2|3028.73|Pending
22906|1520|3|29|2|30|3|8234.58|Pending
54207|1492|1|91|2|13|2|8080.55|Completed
68673|1017|3|43|5|39|1|7504.01|Pending
24724|540|3|12|3|21|3|2341.85|Completed
31845|1472|3|20|5|47|3|7696.95|Failed
8919|1527|2|26|4|7|2|8919.05|Failed
57314|1246|2|76|3|17|3|1438.46|Completed
36441|577|4|96|2|17|3|1350.5|Failed
39093|125|3|50|5|16|1|4816.54|Failed
56175|1334|1|83|5|33|1|5225.94|Pending
73656|761|2|83|1|40|2|3806.56|Failed
93724|1495|3|47|2|32|3|370.05|Completed
77432|99|4|90|2|19|1|3568.71|Failed
18071|774|1|73|1|19|1|1433.24|Failed
53133|1310|4|12|3|31|3|9234.67|Failed
15731|585|2|75|4|11|2|9444.14|Completed
56527|343|3|47|4|17|2|2138.96|Pending
76342|1072|1|61|1|29|1|6929.31|Failed
50621|1513|1|62|2|19|1|5617.73|Pending
78662|1394|3|1|5|36|1|1295.95|Pending
25055|899|1|94|2|13|3|2739.68|Completed
75406|457|3|100|5|47|1|5730.44|Failed
74236|1517|2|4|5|19|2|7528.38|Pending
25417|23|4|74|3|26|1|991.91|Pending
74394|1321|3|24|3|37|2|7660.24|Pending
36551|1501|3|86|3|6|2|7109.16|Failed
47521|1068|1|52|1|8|3|5652.17|Pending
19970|1113|2|82|4|45|2|6214.41|Pending
38692|513|4|97|1|50|1|1854.19|Pending
58555|1507|1|35|3|47|1|923.23|Pending
65555|595|4|32|1|8|1|2625.57|Failed
66549|1211|4|40|2|16|1|4227.01|Pending
74983|67|4|5|3|39|1|9306.83|Failed
24024|445|1|37|4|38|2|7294.83|Pending
50001|1181|4|68|2|17|2|8272.61|Failed
36535|1351|3|83|1|33|3|9100.9|Failed
56282|178|3|34|1|14|2|2098.97|Completed
27822|1775|4|21|1|15|1|2656.98|Pending
85838|191|1|71|3|36|2|4038.12|Completed
1822|1007|2|84|4|31|2|2091.39|Failed
10195|1469|4|76|4|8|3|9692.34|Completed
98901|1143|4|8|4|43|2|9756.53|Completed
69197|240|2|85|4|25|2|3997.0|Completed
92353|330|4|70|4|10|3|5753.9|Pending
98521|475|1|20|1|8|1|6231.6|Failed
73117|1759|3|94|5|33|1|651.42|Pending
48395|886|1|30|3|4|1|5818.35|Pending
76020|1570|4|71|3|46|1|5137.23|Completed
7205|1110|4|42|3|46|3|9746.36|Pending
40708|475|2|14|5|3|2|2781.57|Pending
5354|636|2|91|4|23|3|546.7|Completed
77824|421|4|23|4|42|1|3084.29|Completed
26141|1435|2|40|4|35|1|8095.42|Pending
52013|1388|4|62|2|27|2|8450.68|Failed
71607|132|2|77|4|33|2|6567.99|Completed
17403|13|3|37|4|13|2|462.55|Failed
57825|1287|2|6|5|11|3|1339.24|Completed
6927|1810|4|95|1|23|2|1524.35|Pending
67928|563|1|63|1|32|1|2618.42|Failed
77052|1624|1|44|5|50|3|8077.22|Completed
39910|1047|1|47|5|41|1|8539.0|Pending
44510|1641|2|52|4|23|1|2940.6|Failed
44457|99|4|29|5|50|3|3280.41|Pending
95301|1316|1|37|1|39|2|7285.9|Failed
55791|439|4|76|4|44|1|5200.01|Failed
67714|1467|2|87|2|9|3|5010.11|Failed
17490|1191|4|30|2|12|3|4546.46|Failed
54366|489|3|95|3|46|3|8919.15|Pending
25765|1142|4|12|5|27|1|4907.45|Failed
10601|1203|2|59|2|28|1|9702.41|Failed
59440|191|2|23|1|48|1|1530.96|Completed
31133|92|4|49|1|24|1|3803.03|Failed
23894|1518|1|45|3|30|3|1340.6|Completed
74734|802|4|79|5|45|1|7476.03|Failed
17966|232|4|44|4|43|2|9616.96|Pending
91917|999|3|34|3|37|2|6673.21|Failed
17999|1178|1|100|1|10|3|6246.82|Completed
92558|1367|3|47|3|43|1|6373.24|Failed
17860|1557|4|16|1|45|2|4071.53|Failed
12996|219|3|5|1|49|1|5076.4|Failed
74651|1481|3|84|1|34|1|5104.01|Completed
31541|753|1|22|4|29|1|7580.6|Completed
14128|234|1|23|3|37|3|9190.23|Pending
2923|400|4|98|4|44|2|9630.43|Pending
1273|309|2|92|5|17|3|4537.51|Completed
82997|76|1|57|1|5|2|2658.62|Failed
4507|766|2|46|3|49|2|2207.38|Completed
70139|1344|4|60|2|22|1|3798.49|Pending
34435|884|3|8|3|13|1|9872.57|Pending
91312|1699|1|25|5|5|1|9180.22|Completed
73233|167|1|37|5|8|3|6354.43|Completed
4423|861|3|74|3|50|1|3208.54|Pending
80876|1431|4|50|2|15|1|4508.07|Completed
88897|1514|3|32|5|30|3|2853.13|Failed
63583|1177|4|69|2|30|1|1626.31|Completed
8982|50|1|52|4|5|1|712.32|Failed
85361|461|3|80|5|38|3|4506.01|Failed
91139|161|4|39|2|11|2|3687.18|Completed
42929|1401|2|71|3|2|3|2709.87|Completed
24324|1428|1|27|3|44|3|8378.57|Pending
30612|524|3|82|5|11|1|7523.26|Pending
58545|322|1|39|5|17|2|9545.73|Pending
80333|1535|4|94|5|11|2|6600.88|Pending
63206|1040|2|52|2|15|1|8088.87|Completed
66115|338|3|10|1|31|1|6413.29|Pending
60574|1763|1|31|5|46|1|7568.7|Completed
69043|398|1|64|5|24|2|2830.44|Pending
50975|433|4|60|1|5|2|6366.05|Failed
28421|46|4|21|2|46|3|439.57|Pending
65817|285|3|35|2|2|1|9225.3|Completed
53949|437|2|97|5|36|1|738.54|Failed
56908|1431|1|22|3|38|3|6415.41|Failed
53469|1678|1|50|1|46|3|7072.01|Completed
65921|1404|3|74|3|44|2|5866.15|Pending
3046|1358|3|92|2|6|3|2599.23|Failed
23028|744|2|13|1|34|2|5925.22|Completed
22544|631|2|40|3|2|2|6236.99|Failed
48743|939|4|61|4|21|2|5833.24|Failed
32286|804|2|94|3|12|1|327.49|Failed
63794|1145|1|47|3|29|2|2282.34|Failed
76067|220|3|14|1|20|2|2103.19|Failed
95801|592|1|64|5|32|2|4851.05|Failed
16460|1670|3|46|2|27|3|8036.76|Pending
70760|1271|2|69|2|12|3|6338.58|Completed
53985|1825|3|43|5|4|2|8735.68|Completed
47948|572|4|78|2|2|2|4161.41|Failed
20681|1469|4|91|3|22|2|6439.16|Pending
71173|1098|2|53|2|1|1|736.28|Completed
25295|1174|2|25|3|3|2|3538.08|Completed
61230|35|2|5|4|16|3|8266.94|Failed
43721|1462|3|91|2|25|1|9921.63|Pending
98570|1272|2|1|3|42|2|4496.69|Failed
8479|1680|1|61|1|23|1|7083.78|Pending
76413|940|2|71|5|36|2|5013.15|Completed
30818|1464|1|94|4|32|3|5498.98|Failed
83411|206|4|15|1|50|3|4272.87|Pending
51603|1165|2|64|1|22|1|8229.71|Pending
26103|430|1|70|2|37|3|5668.18|Failed
38875|316|3|33|1|8|1|1753.58|Completed
56423|1183|3|46|1|11|2|7910.45|Pending
98565|1816|1|71|1|38|2|7207.26|Pending
55854|803|4|27|3|26|2|3249.11|Completed
98360|567|1|69|5|14|1|805.59|Completed
13195|856|2|23|5|10|3|1030.01|Pending
96015|1109|3|79|3|29|3|9302.51|Failed
50515|1531|2|4|3|32|1|6944.82|Completed
82306|1610|4|42|3|7|3|2164.34|Completed
98741|196|1|69|1|12|3|9711.34|Pending
66895|62|1|6|3|47|3|2341.46|Failed
7255|48|3|83|2|11|3|6466.42|Completed
25490|487|1|86|3|32|3|5064.53|Failed
7003|722|1|91|3|24|2|2074.12|Failed
4242|710|4|49|3|23|2|3206.52|Failed
13178|1223|4|25|2|44|3|2726.35|Failed
54891|473|4|80|5|13|1|2591.23|Failed
73778|1800|2|51|4|5|3|1965.22|Pending
45701|66|4|50|3|25|3|9071.75|Pending
51080|624|3|9|4|25|3|968.61|Failed
40461|472|3|61|4|4|2|7698.47|Pending
83901|1211|2|42|5|26|2|3475.57|Pending
80490|593|2|81|2|44|2|36.07|Pending
16204|1708|1|95|1|34|3|9310.62|Completed
6522|102|1|43|5|50|1|7896.56|Pending
73762|1516|3|22|5|3|1|7926.69|Failed
12415|108|1|29|4|40|3|9147.42|Completed
92338|507|2|56|2|26|2|5405.03|Pending
2871|281|1|27|4|5|2|3786.87|Completed
22332|1249|3|37|4|28|3|5555.97|Completed
50066|1313|3|46|5|9|1|4065.9|Failed
75272|768|1|3|4|12|2|535.95|Failed
58139|1439|2|49|4|21|3|7472.67|Completed
87700|1735|2|65|4|32|2|8508.18|Pending
42183|823|3|29|5|29|3|2997.81|Completed
12045|1712|4|100|2|37|3|1008.51|Failed
91685|1078|1|84|3|47|1|5931.5|Pending
68855|1159|2|98|1|33|2|1944.03|Completed
13206|287|4|2|2|46|2|8631.9|Completed
5315|1798|4|58|5|4|1|7556.58|Failed
13568|170|1|84|1|27|2|2812.25|Pending
59650|577|2|31|5|19|2|6276.56|Pending
75234|572|4|100|5|48|1|4074.77|Failed
35028|112|1|65|4|11|3|528.54|Failed
23065|280|4|47|5|5|2|223.71|Failed
93503|446|2|88|5|29|3|4324.55|Failed
4450|92|1|17|2|31|2|7858.91|Completed
31080|810|4|37|2|40|3|1236.65|Completed
59764|259|4|7|4|18|1|2039.64|Pending
60686|376|4|21|1|43|1|3851.85|Completed
37347|825|1|83|4|15|1|5224.13|Completed
66104|1506|2|27|1|49|1|4838.66|Completed
73302|900|1|11|1|46|2|253.0|Failed
19884|525|3|56|3|35|3|2200.24|Completed
6007|815|2|46|1|13|1|4842.4|Failed
60243|1065|2|32|4|34|3|1767.84|Pending
11567|1234|3|32|3|21|2|3640.48|Failed
70829|1270|2|67|3|41|2|5798.39|Completed
78670|981|2|74|5|38|3|4123.74|Failed
26017|1163|3|22|5|12|1|9297.46|Pending
47014|1497|2|80|3|44|1|5424.12|Completed
8897|917|1|15|4|12|3|6097.58|Failed
59480|325|4|34|2|49|3|5839.66|Pending
70279|899|3|38|1|11|1|120.42|Completed
17708|1225|1|38|3|3|3|6677.35|Pending
80223|582|3|47|2|4|1|2363.87|Failed
92929|1641|3|37|2|8|2|7027.59|Completed
32639|298|1|85|2|23|3|1219.13|Pending
60326|520|2|32|4|18|2|3032.32|Completed
29532|1670|4|25|3|9|1|3302.45|Pending
88704|228|2|92|2|43|3|8950.0|Completed
8179|1019|2|93|3|20|3|6909.46|Pending
29479|357|2|96|5|46|2|7137.83|Pending
33560|1346|3|10|3|29|1|3316.51|Pending
18324|781|1|52|2|26|2|4108.8|Failed
52772|1018|3|41|5|9|2|4392.64|Pending
79483|885|3|25|2|32|2|1769.21|Pending
32868|626|3|50|3|11|3|8697.32|Completed
67969|1784|4|38|5|2|2|9979.19|Pending
74100|1649|3|70|1|20|1|7929.59|Completed
31054|1117|2|27|2|28|3|1144.11|Failed
40022|1351|3|9|3|33|3|8621.2|Completed
82519|168|3|1|1|30|2|9403.29|Failed
2784|960|1|82|2|19|3|380.2|Pending
59595|695|2|73|4|40|3|6046.27|Failed
87127|535|4|38|2|33|3|1088.97|Pending
5472|454|1|59|1|28|3|7484.75|Completed
13386|1011|3|11|3|13|1|5116.08|Failed
94195|1432|4|98|4|12|2|3051.94|Failed
81278|28|1|66|4|30|3|3960.35|Failed
74286|25|4|28|4|6|2|5366.13|Pending
64398|627|2|50|3|12|3|4183.19|Failed
51675|87|1|77|3|16|1|3229.66|Failed
20962|623|3|2|5|16|2|2453.76|Failed
48284|1709|2|30|2|41|3|7284.9|Pending
24882|28|3|39|3|31|3|8612.41|Failed
56946|998|3|10|5|8|2|4438.92|Failed
38499|1826|3|25|1|4|1|7400.01|Completed
15791|1461|1|32|2|38|3|7056.76|Completed
95815|726|4|49|1|46|2|2717.2|Pending
64189|13|1|33|4|21|1|3553.17|Pending
31915|1463|4|12|4|3|2|9680.72|Completed
40484|1091|4|66|5|8|3|449.14|Completed
10865|1600|2|4|4|31|1|8617.37|Completed
2232|1159|2|40|1|46|2|6744.27|Pending
2165|1608|3|16|2|16|3|2818.74|Completed
22657|952|2|26|2|45|1|7521.61|Pending
23445|1149|3|16|5|49|3|3879.11|Pending
92857|127|3|92|3|42|3|9941.69|Failed
42130|1346|1|78|3|38|3|4545.8|Completed
17355|1234|2|14|4|13|3|3539.83|Failed
9205|860|4|80|4|1|1|4968.82|Failed
45866|1551|2|76|2|17|1|8255.2|Failed
61134|1055|3|26|2|36|2|775.72|Completed
1847|1336|2|77|4|49|2|3737.92|Completed
40238|1566|1|45|2|6|3|4181.05|Failed
82360|1132|4|3|4|6|1|5073.28|Pending
84561|1077|4|1|1|24|2|918.25|Completed
56621|1775|2|83|5|24|3|7449.46|Completed
10337|458|2|83|1|39|3|879.68|Completed
84346|1261|3|15|2|36|2|494.64|Pending
68710|78|3|64|1|7|1|8808.84|Failed
91227|1048|2|6|4|1|3|201.42|Failed
56805|1570|2|87|3|22|1|6126.41|Completed
88276|1073|4|23|1|28|1|3888.59|Failed
81922|660|1|58|5|42|2|9442.32|Pending
71114|501|1|92|2|37|3|5727.36|Completed
45347|1201|1|42|5|13|3|735.41|Pending
355|806|3|72|5|43|1|5108.05|Pending
98858|1438|4|71|1|10|3|6093.86|Failed
83931|1201|4|82|3|32|1|2780.19|Pending
30413|796|3|37|4|30|3|6346.61|Completed
42705|1274|1|46|3|14|1|5425.9|Pending
28710|1021|4|8|3|18|2|532.89|Failed
16632|232|1|57|3|45|2|4730.73|Pending
29685|790|4|30|1|27|2|1584.55|Pending
20374|313|4|47|5|33|2|8157.12|Completed
78617|1748|4|46|1|40|2|6078.02|Completed
31680|1113|1|18|2|2|1|7891.31|Completed
4974|1730|2|56|5|6|1|124.17|Pending
70217|364|4|95|3|50|2|1136.45|Failed
37119|1693|1|53|3|14|3|2021.54|Failed
13057|1701|4|95|5|5|3|7081.1|Failed
34733|1657|4|15|3|7|3|940.95|Completed
75390|869|2|72|4|19|2|3468.37|Completed
43243|161|1|32|2|50|1|5104.21|Completed
69171|80|3|42|2|22|3|6571.62|Failed
9024|785|1|72|2|34|1|5540.17|Completed
94593|1807|4|18|3|14|1|5340.64|Pending
98053|1825|1|8|1|15|1|5508.23|Completed
86699|226|1|19|1|22|1|3306.75|Completed
35687|191|1|46|4|26|3|8028.92|Failed
89258|455|4|98|1|41|1|1005.34|Pending
86883|81|3|72|3|11|2|3201.48|Completed
58148|628|1|66|5|13|3|4353.59|Completed
33678|423|4|26|4|12|2|4278.94|Completed
1713|651|2|52|3|7|3|6685.41|Failed
51812|291|1|95|3|34|3|9304.91|Failed
49010|851|2|28|4|37|1|1580.46|Pending
99347|1522|3|95|1|26|3|3727.21|Failed
91050|390|3|1|5|28|3|9939.25|Completed
36654|330|2|67|2|4|3|3474.82|Failed
71900|258|4|45|5|15|1|8076.62|Pending
4900|1266|3|53|4|27|1|8055.1|Pending
73419|1654|4|5|1|4|1|6144.74|Failed
32468|759|2|14|5|22|3|4976.92|Pending
77165|795|1|26|1|10|1|2982.83|Completed
42271|546|3|91|3|15|3|2137.24|Completed
12228|1402|4|30|4|18|3|1752.43|Pending
51828|819|2|23|2|44|3|109.07|Completed
9339|115|2|78|3|21|2|5632.35|Pending
38174|847|4|33|4|1|1|9165.42|Completed
2814|1448|4|61|2|1|2|880.25|Completed
77102|1184|4|36|5|8|3|1712.61|Completed
33572|437|2|54|3|49|2|2812.6|Completed
63589|1785|4|76|3|32|3|6140.66|Pending
8011|1529|3|44|3|27|3|8794.93|Failed
60145|1410|3|70|5|11|1|3847.27|Failed
95350|1355|3|92|1|27|1|7096.3|Failed
59316|1049|4|28|1|46|1|4637.18|Completed
70387|705|2|9|3|5|3|3200.07|Failed
57358|275|3|58|2|7|2|6144.2|Failed
76097|27|1|73|4|45|3|5601.58|Pending
444|471|4|94|2|3|1|5084.22|Failed
30291|1793|4|79|5|44|2|3137.01|Failed
45848|56|3|32|1|6|3|4072.67|Failed
53896|180|3|28|3|40|3|1725.26|Pending
69721|319|1|89|4|10|1|3184.78|Completed
24451|219|4|68|2|14|1|5140.48|Completed
67403|787|2|80|2|3|2|9930.6|Pending
76348|918|2|82|3|22|1|5948.48|Completed
74891|1651|2|9|2|38|1|7953.13|Failed
90716|11|4|61|5|25|2|7398.89|Pending
40542|1609|1|44|3|44|1|6089.25|Failed
63788|681|4|30|4|14|3|6329.86|Failed
96476|1045|1|3|5|32|3|18.58|Failed
70484|1291|2|5|5|46|2|1619.69|Pending
73687|71|3|72|3|4|3|582.31|Completed
75829|232|3|7|3|23|1|2453.86|Pending
68303|1340|3|20|3|17|3|7354.58|Pending
76578|84|4|12|1|26|2|5958.27|Pending
40396|1189|2|59|5|42|1|3248.25|Completed
44720|542|3|42|1|50|3|251.56|Completed
40065|1684|4|35|4|14|2|1022.74|Pending
57353|317|2|4|3|7|2|4780.58|Completed
84453|1381|4|30|1|12|2|2707.2|Pending
18505|589|3|17|4|15|3|4931.36|Completed
41743|173|2|27|4|14|3|6715.36|Completed
42322|1080|2|26|5|8|3|2625.02|Pending
66287|1021|4|95|1|9|1|3739.05|Pending
4825|1399|1|67|2|22|1|3489.93|Pending
35186|1817|1|39|5|24|3|1363.96|Pending
47984|235|3|89|5|14|2|9273.02|Pending
74758|1536|1|22|3|19|1|3670.42|Completed
34920|240|4|16|3|22|1|5002.51|Failed
9442|563|1|28|4|44|1|333.78|Completed
59092|621|1|100|2|48|3|4070.82|Failed
10003|147|3|1|1|45|2|7095.5|Pending
13150|235|4|84|2|24|3|4303.85|Failed
42107|1513|2|19|5|28|2|4153.09|Failed
69281|1105|2|5|2|25|3|97.79|Failed
52295|384|4|88|5|43|2|3277.93|Failed
63116|1221|4|100|2|9|2|3976.12|Failed
41373|361|2|67|5|20|3|5534.03|Pending
74778|651|3|2|5|6|1|6638.66|Failed
28405|541|3|64|4|38|1|5289.28|Pending
37381|283|2|22|5|36|3|4325.54|Completed
24872|876|1|72|4|38|1|4427.98|Completed
42745|199|1|48|3|16|1|1428.07|Failed
77750|1004|4|99|2|17|2|8604.89|Failed
87983|911|4|16|3|34|3|243.28|Pending
16808|959|2|4|3|41|1|8101.77|Completed
89811|1526|1|11|5|24|2|3391.7|Pending
70106|1292|1|45|2|4|2|7824.58|Failed
55721|1093|1|2|3|19|1|6784.83|Completed
95096|114|4|20|3|16|2|6327.45|Completed
23224|1104|2|19|1|18|2|3445.29|Completed
57311|1684|1|54|5|8|2|2228.36|Completed
52838|57|1|84|2|8|1|3394.35|Completed
30510|1147|4|8|1|8|1|7493.95|Pending
38788|1743|4|62|1|27|2|7177.89|Failed
29085|641|2|79|3|37|1|2203.46|Failed
88601|125|1|40|4|30|1|6199.78|Completed
98611|109|2|85|4|19|1|2492.35|Completed
95806|709|3|81|2|40|3|736.79|Completed
94454|170|1|79|1|6|3|6666.27|Completed
102|1012|2|15|1|34|1|2345.42|Pending
51532|1420|3|64|3|37|3|721.46|Failed
62113|204|2|50|3|23|2|6309.03|Completed
43898|1044|2|41|3|30|3|8449.88|Failed
3140|773|4|31|4|18|1|3757.62|Completed
23125|731|3|64|4|21|1|9288.58|Pending
89050|1569|4|92|1|50|3|6044.56|Pending
88520|1316|3|63|3|4|1|3833.83|Failed
24350|928|4|95|3|50|2|1715.68|Pending
89100|1654|4|87|4|1|3|2990.91|Completed
11215|166|3|99|3|25|2|1257.01|Pending
14190|414|3|41|2|20|2|9609.46|Completed
84964|1143|1|13|1|43|2|6236.55|Completed
14564|1428|3|97|2|3|3|5666.63|Completed
79927|1752|1|78|1|39|3|4580.62|Failed
39527|1217|4|14|2|25|1|1433.69|Completed
89755|1037|3|84|4|2|2|3879.52|Failed
94216|211|2|94|5|31|3|7897.68|Completed
91207|1268|1|75|5|40|2|9929.89|Failed
87218|1196|1|67|3|25|3|2723.56|Pending
17267|1670|3|61|2|21|2|2505.18|Failed
98979|133|2|39|4|8|1|4166.74|Failed
26964|1064|1|42|1|29|2|5459.7|Pending
58389|32|1|47|2|31|2|1349.33|Failed
28195|1083|1|87|1|22|1|8161.02|Completed
45850|1227|4|9|5|45|2|2064.71|Failed
15035|351|4|58|4|10|3|3380.73|Completed
123|1277|1|9|1|18|1|8191.34|Pending
44904|162|3|87|1|43|3|4013.27|Failed
12066|1356|1|32|4|6|3|779.67|Failed
69726|1650|2|66|1|40|2|8924.23|Completed
44913|368|2|68|4|18|1|5638.28|Failed
58710|852|2|97|1|50|1|7541.43|Failed
77890|232|2|13|1|14|1|2198.48|Pending
42501|714|1|12|5|38|3|2765.13|Completed
96411|355|1|54|1|45|1|1037.75|Failed
92522|1444|4|50|5|25|2|1966.51|Completed
5634|22|4|91|1|2|2|2127.26|Completed
43562|946|2|26|3|21|2|3038.79|Pending
76076|1333|4|41|3|28|1|4959.25|Pending
75923|1358|2|31|3|49|3|1963.4|Failed
