balance_id|date_id|account_id|currency_id|opening_balance|closing_balance|average_balance
68477|859|68|1|913214.19|459180.17|430336.785
88746|1674|40|2|568154.2|866444.92|95234.115
45057|1435|47|2|991187.21|87899.78|803054.195
93312|1312|10|3|7643.83|415280.92|468869.745
77889|1650|69|3|170906.02|681942.24|713866.72
81216|1449|69|3|473435.77|109352.82|173951.08
28136|1601|88|2|386897.05|867953.19|524979.54
98317|709|18|2|944792.72|297849.96|399293.75
65588|271|56|1|323684.06|695309.39|404272.645
9263|368|97|2|267238.55|708738.45|509462.715
23037|811|30|1|70285.07|742956.55|617022.53
11148|450|99|1|552646.95|149648.43|190480.61
66371|203|44|2|919640.23|31128.72|626062.71
10829|588|98|1|997749.11|554766.91|376992.34
31348|1578|76|3|931622.39|883777.06|502269.04
86497|237|91|2|583581.3|976918.54|428528.965
11978|1173|83|3|756698.02|267964.58|775452.58
38565|122|90|2|405377.95|77333.55|274244.7
98519|1078|99|1|263860.68|574248.05|467942.22
83669|1337|88|3|672068.91|79843.01|191464.605
97040|456|36|3|447193.16|224376.68|819329.05
83493|430|57|2|928081.77|903925.87|598673.915
40099|1355|11|2|75831.01|832007.03|298982.49
2930|1634|43|3|840050.28|910598.8|288743.285
78651|1363|82|3|760890.78|293321.27|477445.105
34036|1591|53|3|648626.99|345117.04|662801.45
85650|70|44|1|744766.57|7511.41|464835.42
78925|173|39|2|321074.87|320431.05|834663.355
15971|1228|44|2|916905.01|657448.43|284768.86
71541|848|29|1|764892.17|187831.45|679332.38
78282|955|57|1|509963.09|270348.98|390756.425
91498|106|90|3|141355.82|519401.89|432692.78
12150|247|41|2|789599.79|243107.32|447225.895
91273|288|12|2|575124.32|430121.15|535587.34
75544|262|89|1|510584.37|798957.32|277001.165
98685|562|54|2|179709.88|718112.65|407069.455
74561|1408|72|2|694324.81|604464.01|529305.715
71385|214|45|2|35179.78|426844.91|458929.31
62149|708|45|1|199608.43|544200.51|391167.535
24022|605|7|3|399170.41|538983.87|684089.225
30144|1421|99|2|456208.43|162227.87|627800.345
7979|749|35|1|832404.49|220842.71|744115.57
81069|1822|46|1|158271.98|137761.08|537010.615
13516|1692|78|1|398634.34|932496.26|655074.415
76743|755|55|1|356988.51|636331.22|498029.15
8002|1228|1|3|446159.37|21725.17|472509.175
59067|227|30|2|505627.6|963211.27|664905.155
73345|1773|9|1|306580.94|524598.54|545851.16
38694|1743|62|2|55801.62|634508.13|415773.345
59185|727|22|2|894050.88|245716.2|177875.09
5545|1822|59|3|410942.74|797257.42|806528.54
89886|817|67|1|945974.43|473818.71|503369.915
31953|539|93|3|328695.17|616715.34|629410.49
83673|972|69|3|948063.42|456920.41|804989.765
14830|809|75|1|500616.43|855823.47|684209.93
38362|1547|51|1|357772.35|394674.97|586947.275
21040|349|93|2|642196.21|398642.42|440258.31
41810|206|5|1|823417.67|799376.99|637527.715
9847|712|51|3|499884.11|759790.77|553776.165
47877|776|15|1|691809.24|982989.21|586832.79
68529|380|46|3|293779.89|643547.84|568639.56
83443|1517|70|1|3973.06|983754.02|424792.395
2142|874|48|1|891938.16|970855.35|682397.95
6200|1644|71|3|915184.85|978463.08|453254.275
63150|912|86|1|922858.51|402055.96|268843.405
47860|1799|13|1|400120.91|864658.72|703295.15
97560|3|9|2|798574.94|939288.9|377007.735
22883|1209|54|1|869269.92|421633.87|144444.245
52190|261|60|1|149542.69|275545.79|691966.58
57454|1735|62|2|712496.92|757381.71|403671.13
74726|605|50|3|904970.64|152291.7|335881.485
37240|401|32|3|806269.91|275205.17|610769.5
81389|1467|12|2|201766.52|789211.31|621668.87
3705|218|10|2|839577.43|667845.77|541308.11
74807|672|28|1|48118.94|287319.51|141642.94
83438|753|40|3|912739.5|74592.51|189692.625
51815|1499|15|1|559665.67|364384.54|711904.395
21598|1120|46|2|32638.15|476028.98|414576.56
64467|26|83|3|864954.94|587263.7|922959.995
26453|591|30|3|642277.93|3260.27|365921.45
54756|170|95|2|375426.1|899334.01|663725.86
52995|1599|24|3|850988.19|103474.73|796877.49
94640|460|80|3|635818.78|850026.55|326191.29
89461|872|51|2|367584.69|880731.85|298895.69
88028|56|92|1|569826.85|737063.07|866929.745
93392|548|88|1|200051.36|18317.31|802085.08
54636|1324|45|1|319750.79|603830.63|536107.675
43856|477|34|1|925355.32|786356.75|266826.94
39795|1214|35|3|283435.16|365951.66|220947.88
93738|1090|11|1|701049.01|172403.35|512416.55
86277|727|63|3|963148.52|575579.04|484457.225
7365|757|15|3|180024.18|199468.21|765129.285
93478|561|3|3|42283.08|161490.11|722393.25
11001|1218|95|2|269399.49|335483.07|564680.115
17231|1687|100|2|683009.88|91949.63|562869.415
63393|468|86|3|805055.01|295266.29|586476.715
4963|449|50|1|88396.28|460543.15|588246.85
71756|835|76|2|938695.25|371923.88|244274.98
33893|1633|97|2|814111.38|875629.22|261138.275
32287|1442|16|2|983298.93|639417.42|256041.71
26014|144|56|3|271424.11|614104.21|322034.725
46460|386|18|3|520308.86|702306.44|706509.545
47506|934|3|2|107633.91|509114.95|404598.2
60824|142|25|2|631420.61|844360.79|560838.19
15136|1322|87|3|788693.05|661932.47|72090.055
15928|834|95|2|980936.68|635700.51|596488.125
95671|200|40|1|608475.08|925854.31|439776.75
31574|574|73|2|757718.46|648062.04|249437.565
54923|732|71|1|59401.86|274019.02|636131.59
56508|1537|14|2|851232.93|224092.24|468371.4
45917|1178|46|2|630802.47|821052.06|589759.525
28076|970|22|3|644290.46|299889.66|679228.65
28018|130|7|2|721544.7|651157.92|439741.72
28590|606|30|2|908749.62|529581.74|451988.725
84862|146|20|2|270405.95|317529.01|387168.805
83243|1443|79|2|413370.4|219058.15|300655.26
42439|979|82|3|673752.11|541568.56|196774.385
18097|259|74|2|827800.6|527060.84|853027.41
26247|1429|80|3|163088.22|957481.72|666280.615
97234|90|73|3|510223.24|487721.69|158252.735
34498|842|85|3|80872.8|465926.89|250553.425
67214|1170|20|2|846076.57|81409.81|448531.495
92313|1517|57|3|82686.33|872634.89|371851.495
34060|1082|84|3|339773.35|494556.9|582630.765
67790|1193|85|2|622303.6|461326.2|224064.235
65427|1535|99|1|27962.22|119583.8|961734.49
93506|363|90|2|732078.58|554905.84|499372.0
5772|1788|12|3|221775.66|551734.16|590105.965
83810|1154|52|2|269903.76|642285.57|539052.735
45452|291|25|3|753657.96|118741.6|663168.12
98537|352|73|3|448407.21|193815.51|281357.645
58700|1351|17|1|24478.31|901880.03|699883.295
65136|543|84|1|635613.14|934562.32|834281.235
8852|1061|46|3|606221.77|92478.37|643405.98
84025|47|44|3|117245.22|621100.96|600005.04
57690|861|63|1|443265.84|809982.75|79525.79
91871|1425|45|3|781144.22|628844.42|936361.905
97831|559|35|2|928149.99|318757.78|579997.965
8336|1584|34|1|430338.21|935392.7|601381.25
78752|1297|75|3|946641.85|627698.44|755551.025
81318|75|39|2|55081.95|633546.69|695140.01
51465|830|9|1|514029.56|699607.57|236227.505
14428|1339|14|1|545811.82|49273.94|733480.15
81645|908|26|3|934523.29|590946.35|373487.22
88479|351|68|2|615966.52|188530.45|775741.13
31789|915|54|2|650283.15|387545.78|352512.635
24902|1647|63|2|743561.81|155849.73|480749.965
20545|1000|42|2|408734.78|624254.3|717497.21
60029|49|7|1|159772.6|743624.74|258265.735
21029|525|51|2|608318.79|170708.67|710285.595
52358|550|94|2|618014.35|508773.5|345900.01
97905|507|41|2|981675.4|853537.35|199639.08
41528|1384|28|1|441939.17|741317.18|244874.37
86549|323|90|3|866817.01|392570.96|189527.61
48007|1389|38|1|971503.44|24470.8|328403.195
62706|569|69|2|985654.13|531754.08|256760.535
92453|1311|66|2|670260.81|740453.01|275493.78
64120|1385|78|3|325296.48|816230.62|540082.1
78295|283|35|3|466980.08|826586.24|644551.725
34213|1219|61|1|461150.79|753454.61|825650.5
37624|1047|73|1|995833.33|494576.19|557222.4
44758|1414|36|1|427550.83|954449.99|611413.965
77626|1401|42|3|725934.31|55573.36|107165.225
67247|1310|27|3|72474.32|123510.59|501326.48
64146|816|24|3|760538.15|641183.17|761661.585
57721|10|45|3|953096.52|469287.69|877500.825
71988|742|47|3|808926.77|315422.97|445180.525
24005|505|40|1|742852.59|685138.58|555611.72
6875|1574|62|2|179162.46|881794.63|376404.425
20706|618|62|1|37878.94|430456.86|712211.745
17462|1209|73|2|366956.26|44897.67|536609.97
2747|1653|79|3|891222.82|263469.5|871189.6
83670|1131|47|3|400546.25|95686.48|322241.39
38486|115|94|1|832324.49|164868.27|784741.58
46030|1492|1|1|677077.51|748518.84|586278.9
52853|1652|94|1|311241.97|757872.54|431044.785
65406|1165|21|1|328022.36|222201.33|487520.72
40744|1724|95|2|615941.42|516811.21|763161.35
10693|1232|15|2|627083.38|554440.32|60096.46
99035|236|32|1|354188.61|749009.4|220182.265
34822|1483|54|1|795970.62|811136.52|399707.12
51656|95|21|2|752543.61|225848.19|778264.865
12547|382|69|2|684285.89|751435.68|818248.395
87493|1385|64|1|874462.56|687239.56|545823.98
70276|1759|11|1|245583.76|546628.4|533882.885
28917|648|1|2|35937.71|99815.73|573739.32
63183|1073|30|1|772403.05|929841.25|570179.405
9198|47|41|2|742818.79|88428.83|510008.9
95398|518|82|2|746723.6|563263.87|352433.325
46110|1322|23|1|256101.43|753426.15|343082.57
42101|256|79|3|797030.09|68187.48|290831.805
78532|598|27|1|318711.61|424346.01|543207.975
5413|12|91|1|918581.28|94522.9|568570.6
15040|1536|10|3|76758.42|419963.04|647984.845
14064|1520|76|2|86021.8|446799.03|408490.595
51140|279|4|2|66701.66|418220.43|704976.15
58588|1523|26|2|917645.13|168258.42|595931.655
87624|480|7|3|173591.6|426032.3|486339.4
2533|575|85|3|674403.17|109911.91|468855.36
8364|1800|8|3|65478.98|527103.89|629392.245
77963|996|92|2|445637.6|67307.8|526272.965
34334|324|16|1|748952.12|753074.67|673713.67
3655|364|97|3|932228.73|548581.66|582876.46
90335|1708|54|2|185207.58|188047.89|493373.68
18935|1006|23|3|222181.2|615109.76|664148.74
13902|1637|36|1|368035.5|679469.06|415057.975
1881|628|9|3|616169.84|857331.43|515442.42
58799|757|36|1|573555.49|423376.22|627112.44
22259|1022|96|2|312617.68|951854.18|176353.225
87140|1205|45|2|889445.17|356267.39|201318.085
19928|1124|52|2|978165.69|803689.02|367850.935
9982|781|44|1|776197.49|715652.76|277081.93
80338|166|46|3|305212.09|333402.31|651632.43
4714|1452|91|2|427870.6|382883.22|449899.78
3760|1779|89|3|977430.93|603059.64|480501.56
50922|1063|8|2|380978.35|751727.0|561180.47
97321|565|1|2|239331.63|823542.01|789127.675
64442|364|56|1|315455.0|80233.52|206515.095
80232|864|18|1|772908.12|553494.72|434808.83
44883|732|61|3|171543.34|56571.19|281168.175
23262|266|97|1|202430.83|807202.55|630772.0
13673|1147|69|3|461550.51|5687.68|683050.36
82697|384|42|2|658137.21|471940.59|662098.06
46435|224|59|2|251035.12|527832.85|614343.825
17930|799|92|3|782324.79|707556.64|532398.925
11332|406|81|2|354667.39|769818.27|315706.47
238|1333|30|1|235078.7|263425.93|765572.55
77255|1017|82|2|714858.29|447325.51|700076.95
19178|226|32|3|968111.37|304423.35|145122.75
64925|521|9|1|347454.99|485567.77|182352.705
26339|1717|19|1|475471.67|216470.14|561026.28
53750|133|92|2|966965.11|806926.14|301113.04
66921|1518|8|1|941442.84|516477.97|399600.73
94304|1333|20|3|616668.39|516869.06|593836.405
43906|1642|21|2|28054.58|629952.97|380918.84
79972|1325|27|3|53282.88|396740.35|82331.955
35094|276|30|1|862400.41|106931.56|217307.775
58370|1790|76|2|832131.04|917011.62|557522.1
80852|677|9|1|629602.18|215696.06|776340.27
40362|953|100|1|702716.68|969251.82|596640.175
60213|299|14|3|185596.2|471460.59|230342.265
41856|847|70|2|374288.13|139521.65|838067.485
77536|162|68|2|122542.81|464619.56|357310.605
10490|1120|95|2|950965.98|604162.5|462995.91
81956|122|92|1|348263.37|820763.14|551869.24
17855|1813|54|1|530730.62|156950.38|304039.885
32030|1390|45|1|545816.42|478857.27|892629.97
55975|286|48|2|385884.02|193152.52|709587.37
94645|427|42|1|911413.47|900044.38|660988.545
50191|1663|69|2|597871.86|456537.6|424097.47
329|398|6|3|977586.06|226254.16|362294.245
86785|422|49|1|610601.44|33667.76|721185.135
64780|6|18|3|830176.99|278124.11|501214.235
64726|1732|49|2|65096.79|256084.34|547286.875
48541|160|96|1|484124.06|468565.18|322282.38
92744|1810|55|3|443199.13|187541.74|170265.25
85477|458|71|2|776133.88|749116.1|562419.205
34323|1036|32|2|923090.99|532033.19|514809.77
634|1754|74|2|46116.48|342205.97|707654.645
82991|529|93|2|11959.75|294372.33|538888.225
64922|807|21|2|297474.6|854928.04|393470.14
44681|1126|67|1|936635.54|818134.03|766565.92
10158|1689|76|3|492002.38|748632.77|585965.835
14599|1405|6|3|928305.82|199064.35|794743.53
75380|995|15|2|592560.24|501554.49|368125.605
64169|499|73|2|601124.07|155988.13|277275.775
469|1541|69|1|437102.69|25843.12|561521.11
69866|444|52|2|300428.67|115587.95|321660.555
881|574|51|2|74354.82|217324.87|290559.92
25347|480|69|2|446601.12|446625.3|350912.575
25537|500|23|3|557275.24|60967.55|609396.395
11881|1662|34|2|759421.71|983914.3|346884.615
58660|1292|94|1|459473.71|843752.75|631424.145
75522|1236|44|3|568158.96|222016.1|755593.26
25567|491|74|2|691216.65|347503.62|403443.44
19213|353|18|3|563825.5|480599.46|277647.315
65188|1476|31|2|810842.54|131160.23|195792.59
28351|1431|35|2|175325.99|385898.32|398860.695
79611|1547|8|1|847117.77|247246.35|399856.81
13664|1656|58|1|833243.48|879071.81|349061.815
70978|1716|100|2|883106.0|482649.62|545247.25
37995|1760|49|2|377236.54|747668.91|617220.425
20043|384|13|2|730329.74|790933.02|622919.8
17108|88|24|2|888839.07|341906.06|648180.12
71310|1821|65|1|356613.7|350837.28|918303.4
97986|1692|46|2|801462.5|997221.38|669630.63
65430|1457|87|1|931821.18|221234.34|619021.31
72411|862|42|3|288322.39|519512.09|454855.86
49409|1572|74|1|737332.09|634409.06|848764.925
11610|1298|34|2|452875.3|143413.99|364034.215
85612|999|58|1|724018.15|640873.07|897213.535
3881|1548|88|2|160937.45|105307.91|678276.985
76642|245|38|2|23124.65|283552.22|359607.595
42961|1092|87|1|986952.64|417024.07|173773.215
12984|938|93|3|923236.97|582690.51|204939.56
4527|1212|49|1|523670.32|996907.71|485757.295
15850|991|72|3|484834.43|597814.29|612817.975
91084|1119|39|3|473510.17|410969.36|421299.255
20346|1235|55|1|642358.57|323733.69|600751.005
97485|692|83|2|335699.76|694952.62|697572.625
54854|997|6|3|799855.36|962275.67|445179.605
64588|1656|22|2|234895.4|196361.53|398229.19
8016|92|76|2|314495.48|364702.27|673370.915
23653|1251|1|2|39833.69|331613.42|254879.48
10360|584|7|3|815183.99|889320.69|258487.81
6823|288|89|3|943248.16|108280.05|197175.405
8629|730|34|2|806008.06|257552.23|239993.51
67286|1278|76|1|702828.19|445647.54|239899.715
84710|1614|4|2|75670.31|620106.23|350574.875
5244|1214|56|1|12245.89|343559.2|607554.605
62237|298|72|1|498176.0|757511.29|473015.635
89245|859|63|2|151665.6|914692.05|513799.08
20320|1577|70|2|902616.53|964243.45|346316.74
41436|200|97|2|683071.0|974649.1|359368.165
61059|196|3|1|744166.49|657435.65|504447.2
10106|49|87|1|925128.54|497702.1|330794.18
35534|960|86|2|421970.85|412934.01|190328.845
94174|756|14|2|73911.78|297569.53|945673.52
23574|1554|47|3|104657.82|687091.73|631548.73
6481|182|54|3|277427.55|838950.43|328957.28
56958|353|61|3|140248.34|68510.91|90999.62
27506|1228|71|3|132891.9|213599.77|430511.58
79706|1658|47|3|846636.47|794279.79|555663.67
55201|294|25|1|71232.59|599854.81|667851.15
30389|174|7|1|249466.17|737751.23|355478.105
81450|311|27|1|686236.63|389888.49|247731.71
90784|91|10|3|416824.15|608849.23|632580.06
89451|510|96|3|726374.43|880185.58|797353.42
41994|514|47|2|464811.33|707314.85|365140.115
54341|382|78|1|830817.4|160377.22|525413.33
87545|1143|8|3|380848.36|885363.69|401477.34
9855|1389|50|3|185812.81|797554.23|501440.42
46091|1818|97|1|420016.77|373870.18|477451.485
21702|568|78|1|214908.15|743588.49|709047.435
70896|960|96|3|255938.57|554503.31|525321.975
63964|757|1|2|352001.02|632703.3|265167.935
23437|255|48|3|148763.24|577021.84|464694.615
4272|904|94|2|124860.7|168063.42|899797.21
44442|852|99|1|847015.64|486264.24|668015.475
19426|1157|13|2|26245.36|275181.01|841103.585
7588|1534|51|1|212030.67|741361.12|365938.285
44146|731|10|2|781728.97|788134.17|851761.19
27104|396|34|1|641010.04|867907.22|570838.165
98041|1098|19|2|535885.56|798486.91|414370.075
51099|755|43|1|528489.24|997487.67|332109.875
53161|720|87|3|685629.06|952625.25|402153.42
4320|1077|96|2|828997.23|901996.79|314001.735
61253|714|25|1|837520.66|212709.81|673177.495
86246|913|51|2|109985.57|780734.12|541653.62
39410|1768|79|1|186884.13|416539.98|704504.12
45237|1199|52|2|933847.12|354544.8|143634.55
91613|277|46|1|274102.62|66560.37|728445.295
68350|1361|50|3|139505.02|454208.63|513261.905
77942|248|79|1|518304.51|161081.9|562094.725
92002|880|20|1|952957.59|947619.94|791226.105
44356|1478|76|1|30379.0|9003.07|486723.935
67738|1610|81|1|592019.14|130891.51|527694.825
679|713|17|1|19172.55|408690.71|601598.245
63655|353|81|2|812318.5|202122.49|474457.115
14838|305|80|2|696450.98|444173.08|467459.815
20812|1047|4|1|711044.21|132506.71|702026.245
24293|1056|15|2|3671.43|830424.31|366045.205
77225|1523|63|1|707506.89|534168.42|384502.145
51095|1333|61|1|209936.54|198535.96|592216.41
8821|579|46|1|16386.26|881264.44|634190.42
47128|1111|90|2|530146.36|439899.39|141512.825
80063|227|73|3|589484.85|109685.26|722495.395
72282|781|51|3|138640.97|172934.86|847879.365
20363|920|100|2|231293.72|402529.24|19390.13
34623|835|17|2|578339.18|239786.46|572229.29
2586|110|38|1|546076.17|479872.59|403751.37
85832|1472|52|3|276836.91|422642.85|636666.635
46784|374|83|2|60802.84|290001.35|544555.935
7905|1490|80|3|330633.01|813919.49|536553.325
3559|816|35|2|626748.94|475541.78|285146.185
87381|879|66|1|149982.89|113895.89|542848.085
19086|1796|82|3|204056.01|134384.04|297026.815
41169|1491|37|1|360366.16|705795.79|484408.92
52992|1355|53|3|928397.92|82929.58|554735.47
85181|1470|34|1|612311.54|842260.08|375341.9
11634|1619|83|2|601642.5|960524.81|589216.04
93504|1572|94|3|331657.05|45080.41|601604.0
21547|1785|16|3|777483.19|694392.2|617631.435
1240|1342|46|2|699864.7|109284.84|221968.44
89428|1592|6|1|128108.58|479425.62|523308.045
12926|1308|78|2|26989.79|80241.4|601314.12
88068|1426|7|2|66942.72|780485.7|826909.36
1381|1169|86|3|511960.17|676033.43|622064.24
95340|622|43|2|243964.94|54989.94|617837.95
75744|976|13|1|614013.09|476163.26|515176.155
93743|798|75|2|248989.35|856615.47|272536.585
83862|1628|88|1|481032.4|122998.24|489942.67
95072|1035|94|1|539520.41|645627.2|648921.305
171|403|76|2|892059.31|299820.09|739081.975
29460|1395|30|1|637710.68|108828.66|386095.07
69830|1107|40|2|525022.6|231774.67|390596.33
12208|452|73|2|180107.99|742573.02|469263.16
22210|620|95|3|102322.19|102110.76|764562.575
34833|1294|6|1|807921.04|296539.91|712179.09
69295|1528|40|2|140986.46|214554.59|482209.39
23730|548|74|3|34201.81|336681.45|346053.9
11049|287|27|3|279437.21|65885.53|232670.135
73303|610|87|3|759303.99|158371.48|584347.13
62575|910|88|3|588277.19|292511.78|554887.175
24637|1038|80|1|490604.52|700135.58|794215.07
18728|168|76|3|385101.3|540363.73|329974.32
33506|518|88|3|985386.62|61.34|503122.925
89480|986|61|1|250800.65|980222.58|481964.735
97346|84|60|1|213085.91|31630.98|652605.095
28633|785|65|3|946059.39|683889.19|632084.685
35502|1160|2|3|345722.47|485261.14|128305.46
65836|231|58|1|893494.74|480255.31|370350.275
61956|788|39|3|262715.85|386457.71|643891.88
64380|1355|7|2|857629.94|225578.7|355712.54
37047|1736|11|3|382250.54|405110.66|318355.09
80458|1621|19|1|529384.81|344926.85|150851.805
91533|1312|41|1|897880.19|599966.62|233823.63
33039|292|11|3|552924.9|269198.28|601869.87
4081|781|81|3|144332.85|560437.1|895554.295
56144|487|1|1|360474.14|940740.32|804964.33
97797|377|85|2|811666.18|227143.26|517238.065
29885|610|49|1|331577.64|994913.79|390475.97
90808|1654|60|3|445222.82|555203.12|490767.78
65183|1538|96|3|919404.92|968757.68|431213.825
10488|1482|88|1|327512.44|129251.18|721599.77
37498|1353|52|3|328250.45|584913.63|762790.08
97966|1655|1|3|950309.78|538071.6|868194.825
94385|593|62|2|186307.74|931633.54|634576.09
78994|1176|97|2|521584.05|793566.64|386197.14
34270|118|89|3|652125.58|313631.25|722758.965
51924|1676|97|3|790034.31|431340.9|652933.735
60194|425|35|1|423745.27|111020.62|562245.765
73753|1550|74|1|48107.54|569535.5|531407.275
46976|785|63|2|894521.23|52037.51|492393.67
8593|1592|73|2|134087.72|15279.7|418983.955
13729|772|71|1|681407.27|980257.66|745107.665
92309|1644|52|3|249003.47|410877.43|250478.705
45270|1478|98|3|744334.93|448713.73|805145.835
57493|1643|67|3|889713.79|512269.65|594966.765
82041|250|90|2|198635.15|434294.69|617460.88
70822|1059|19|3|838293.27|430401.88|84915.205
95506|643|14|2|775914.21|178395.87|479323.225
34629|248|60|1|172815.1|651430.95|516488.615
73105|1022|93|3|607171.89|394151.38|725194.785
52809|1232|71|2|268711.86|310530.35|718516.655
82999|460|27|1|26136.44|709558.05|467385.025
46929|1103|57|1|951105.39|349968.19|900112.05
52444|1581|27|2|381223.51|345153.46|508661.025
31463|355|56|3|963205.37|690869.12|707366.865
56719|921|98|2|366847.05|107090.24|463293.14
36531|1803|85|1|18274.08|369671.88|318901.265
24563|1273|26|2|519178.06|89360.49|471744.2
76192|985|7|3|87553.02|539045.7|388745.63
34651|783|36|1|976406.98|935855.35|860023.07
89022|1298|29|3|860407.2|996487.72|489841.65
50411|158|63|1|346878.06|172287.3|218408.725
85464|569|33|2|886771.31|108619.28|814529.34
33832|1192|86|1|789893.14|474828.89|429106.31
57609|143|87|3|745445.19|333800.15|422017.205
19838|1417|88|3|326826.13|756186.87|228428.625
72891|1468|79|1|486470.72|198709.91|884781.775
56905|133|12|3|904154.92|356292.93|329695.5
11617|933|70|2|545749.51|195500.15|192762.74
3132|1362|94|3|675714.1|74812.54|285545.05
87091|506|38|1|891927.59|565023.61|464723.28
72293|546|38|2|670843.72|316264.08|378016.085
35480|498|13|1|645737.57|547869.24|589984.945
11414|1478|14|2|568120.4|126529.08|730571.96
86526|1699|36|3|28743.65|966719.76|162512.6
65695|894|72|2|314110.51|237604.11|511085.77
44190|1778|64|2|532535.19|438415.05|698484.475
62911|1234|9|2|898613.91|998136.59|456084.865
16825|812|21|2|753590.75|138897.16|920620.49
46608|1649|54|1|759486.39|654007.79|541648.29
5816|1786|47|1|343176.23|437602.12|437261.07
38521|346|46|1|963608.36|109139.42|242656.29
52800|793|20|3|460366.71|939940.99|764886.395
72345|671|29|2|263529.87|85343.66|425431.205
72869|1284|55|2|156150.56|374980.0|410381.35
61114|1090|42|1|931523.39|319673.6|116820.465
41139|131|89|1|842138.25|716340.12|662681.92
36778|1124|52|1|163336.71|770723.39|303117.1
10873|1623|21|2|98598.4|874755.97|851891.435
51696|637|71|2|333112.2|990457.3|317920.51
6138|1254|42|3|602463.3|423258.33|465460.375
12135|1283|45|3|753292.34|392851.83|110248.805
60582|46|46|2|507025.74|695279.13|861760.83
653|544|66|3|902647.48|306761.43|439609.45
20594|1724|100|3|371999.37|170060.41|407644.24
50157|1567|81|2|799884.41|275539.54|672266.815
47092|47|2|2|888991.33|462844.83|631285.8
23932|401|46|2|863360.7|981151.66|500493.09
72729|1661|83|3|66620.23|564522.31|556237.655
53940|1038|85|2|36252.97|703529.85|644914.275
77301|926|55|2|995361.6|982059.61|765191.825
35140|1562|57|1|409353.1|742064.99|371737.73
76205|1684|99|1|576398.36|412459.12|678847.14
76474|1502|14|2|629171.3|830487.73|728839.62
53330|1429|95|3|425056.71|636620.38|563275.385
88362|652|33|3|546672.72|218040.77|448085.92
59295|1118|86|1|291366.68|283956.2|958325.93
20393|812|3|1|733185.73|712490.42|786802.075
21357|359|35|2|454899.9|52558.7|693631.9
26568|778|4|1|329700.37|299979.38|123078.795
68890|229|63|3|808670.62|683765.24|532193.055
83708|688|52|3|228143.7|836896.26|476906.285
2833|414|31|2|247951.47|920135.81|841480.225
1941|532|100|2|469813.63|39568.22|230193.355
94097|1390|63|2|861854.15|853414.33|792834.155
73732|1440|43|2|420291.93|263769.71|919127.195
31704|1235|26|3|491105.95|14518.85|758069.935
43888|1223|7|3|3053.56|410471.23|506529.485
60098|1639|93|1|18005.27|455381.52|325576.765
50435|1455|20|3|934260.03|9100.0|373003.755
87294|1467|89|3|135567.93|569544.77|436038.285
90925|1778|66|3|500740.15|221194.74|808888.28
22412|499|72|1|685858.13|196601.86|428773.69
89489|169|56|1|484480.05|921496.13|821407.79
75580|40|51|1|99768.47|61541.18|438054.32
35816|840|45|2|484826.21|889325.72|535340.24
52736|33|88|2|563883.24|29915.08|188582.02
29792|1762|28|3|49276.1|852601.86|748938.385
37260|1126|85|1|779753.65|621502.41|642545.995
20520|659|24|3|971163.32|645563.15|520368.44
86845|29|54|2|480028.54|84281.13|663751.575
80316|174|73|2|858913.99|594350.75|575517.875
80720|1162|67|1|323464.12|531612.66|359094.215
94541|832|46|2|267647.43|474945.46|234674.875
72685|423|27|2|238057.65|916498.25|595699.72
24035|882|58|2|869753.48|548022.87|124235.365
75300|1385|66|2|50511.81|435219.94|569494.91
22567|920|28|1|935477.59|472809.73|690462.695
18509|1593|27|1|980639.27|980198.12|751277.23
45538|376|3|1|936141.27|161066.18|433657.555
13840|196|10|3|612226.38|560176.4|606577.77
8935|1655|94|3|264951.07|338326.61|607757.02
13693|320|24|2|120657.67|678902.8|530634.45
60448|1303|10|2|556322.58|46173.12|454314.565
3986|1156|2|1|270746.08|937276.07|592063.705
10007|389|25|1|266122.79|725482.64|351933.665
18611|174|55|3|381156.96|429197.77|516987.86
49076|223|96|3|128202.25|181341.38|416614.54
37758|1119|81|1|924277.82|443889.09|350295.44
510|1712|83|1|85884.67|959756.05|239127.675
24646|1239|2|2|828610.32|623731.57|499863.335
97594|1145|20|2|758857.45|287998.1|369646.97
17214|47|65|2|844845.02|234937.03|482699.685
9630|1052|10|2|734483.21|285616.07|356217.145
14748|391|51|3|10867.25|226817.47|484191.37
61759|475|64|1|451036.79|534012.69|378528.475
89371|1104|36|2|86986.62|449053.75|142700.84
87830|307|65|2|701717.61|887178.63|490871.12
83839|644|59|2|941889.37|786042.02|190770.085
9469|1643|55|3|974858.51|776694.14|420891.195
84329|406|94|1|197656.24|336653.54|230922.68
13310|822|74|1|309506.42|136468.54|339439.37
25000|1018|98|1|423875.15|72712.3|427476.705
50681|17|80|2|328125.38|797162.28|658286.01
84940|619|43|3|653562.7|108179.48|295191.715
83288|249|73|2|293622.29|235882.14|477228.815
15028|1134|69|2|448374.1|332408.45|400239.645
80665|1585|17|2|262966.89|899435.34|336840.535
87612|1516|1|1|970605.48|822365.03|377872.56
84564|1459|95|3|552093.58|413079.19|153778.645
96107|59|58|3|19730.16|66397.03|324323.115
76026|298|21|3|303535.58|142509.27|757090.26
46967|1398|42|2|814741.18|138150.43|423692.23
78751|1021|2|3|914615.14|31777.1|583937.41
89441|1442|38|1|858870.36|611256.2|612784.17
82841|633|69|1|516143.09|271501.77|259929.415
95516|360|21|2|110802.57|400157.69|522932.08
