interaction_id|date_id|customer_id|channel_id|location_id|interaction_type|interaction_rating
52751|1319|21|2|3|Chat|3
52852|1788|63|1|47|Call|4
76904|390|34|2|24|Chat|5
21195|649|10|5|37|In-Person|3
43402|1673|41|5|25|Email|4
29421|291|84|3|45|Call|2
50231|233|52|2|40|Email|5
58633|934|19|3|25|Email|1
42275|291|15|4|50|Chat|5
60514|1129|49|5|31|Email|1
79731|1704|39|2|37|Email|5
35751|1250|16|2|35|In-Person|2
99692|484|88|2|23|Chat|4
15171|1766|82|4|15|Email|5
15579|1798|42|3|19|Email|3
12017|1092|34|2|16|Chat|1
35207|177|89|4|24|Call|2
42448|1395|4|4|9|In-Person|1
80183|1188|91|5|2|In-Person|1
1254|7|63|5|17|In-Person|2
7492|1092|78|1|33|In-Person|1
34267|1683|43|2|22|Call|2
88237|777|64|4|12|Email|2
9378|289|17|3|42|Email|3
28293|1682|12|5|16|In-Person|3
81463|1108|34|5|3|Chat|2
38469|1633|44|3|34|Call|4
89306|1368|2|5|26|Call|1
95044|1085|49|4|5|In-Person|3
44632|697|53|1|22|In-Person|4
32131|683|57|5|27|Email|2
29937|706|61|5|46|Chat|2
61790|853|34|3|3|Call|1
2990|649|12|1|50|In-Person|3
4240|404|37|2|32|Call|2
9899|196|43|2|29|Call|5
35407|1468|91|5|38|Call|1
38471|401|42|2|35|Call|2
50265|1516|70|3|42|Email|2
98145|55|87|3|17|Call|3
23931|193|1|2|34|Chat|5
31405|263|41|5|41|Chat|1
79347|1231|81|1|46|Chat|3
16046|494|35|2|38|Email|4
39894|467|21|1|22|In-Person|4
77860|1050|86|1|39|In-Person|2
44032|133|3|3|20|Call|2
40285|118|17|1|32|Chat|4
23167|455|37|4|33|Email|1
23814|679|56|2|45|Email|4
4649|493|18|2|47|In-Person|3
59012|1609|73|2|7|In-Person|4
92262|1558|47|5|23|Email|1
80378|1779|77|1|43|Email|3
60014|1666|54|5|17|In-Person|5
65193|1497|90|1|31|Email|5
54023|1304|97|1|18|Chat|3
36243|1250|42|1|5|Call|1
61919|463|87|3|47|Email|5
31746|1735|37|4|24|Chat|2
45709|1481|95|3|17|In-Person|1
59347|70|88|2|3|In-Person|2
66908|625|15|1|8|In-Person|1
77650|845|79|4|28|Chat|1
45353|565|15|3|16|Chat|2
36864|637|42|2|21|Call|4
72144|855|72|5|6|Email|2
4022|1152|91|4|21|Chat|5
63444|1297|6|2|7|Chat|3
79812|72|40|4|45|Call|5
97912|1302|88|3|47|Call|2
41726|1503|30|5|5|Call|3
28408|865|92|5|20|In-Person|4
6730|454|80|4|20|Chat|5
65304|1271|15|1|40|Call|5
58021|899|55|2|10|Call|4
16960|41|47|3|4|In-Person|4
53749|1085|81|5|49|In-Person|5
22299|84|71|4|24|In-Person|4
43327|569|33|4|48|Chat|3
14930|82|89|2|16|Email|2
21321|261|61|1|17|Email|2
52606|1664|87|4|18|In-Person|2
7791|466|68|2|37|Chat|2
73486|1418|64|3|48|Email|4
55735|963|18|2|37|Call|1
39977|1625|81|5|5|In-Person|2
15003|1406|48|2|35|Email|3
77625|1142|81|4|36|In-Person|2
35286|1213|44|1|23|Call|5
93932|381|69|3|14|Email|1
66920|1023|7|4|8|Call|1
65046|1536|75|3|40|Chat|5
92471|146|42|1|34|Email|3
25556|1284|25|3|8|Chat|1
15258|1691|73|3|37|Email|1
11912|1066|14|4|27|Email|4
21868|1272|36|3|48|In-Person|1
52430|653|2|3|24|Chat|5
31410|419|41|3|40|In-Person|2
42908|915|84|3|13|In-Person|1
86559|1222|61|3|47|Call|3
94005|1290|90|5|29|Email|4
33465|1550|96|2|9|In-Person|4
74588|500|23|4|12|In-Person|4
84578|1362|59|1|26|In-Person|5
37248|1578|51|1|7|Email|3
34029|25|80|4|34|Email|5
42845|1557|88|1|8|Call|2
39749|1654|26|5|37|Chat|5
48431|272|34|2|47|In-Person|4
58850|1751|7|1|43|Call|3
2256|1550|9|3|35|Call|5
87971|1721|12|5|33|Email|1
92265|478|97|1|34|Call|4
1093|411|88|3|23|Chat|2
48043|588|44|4|41|Call|2
94709|135|18|3|50|Email|5
66398|601|40|2|15|In-Person|1
20326|1596|67|1|34|Email|3
73966|1661|19|5|3|Email|4
68685|715|16|1|50|Email|1
16587|692|35|2|9|In-Person|2
23666|1012|46|3|28|Call|2
25783|975|67|4|49|In-Person|3
57598|1762|83|4|38|Email|2
81162|337|14|1|12|Call|3
82046|983|63|4|16|In-Person|1
12534|1419|44|3|6|Call|5
92589|760|29|2|9|Email|2
5948|1194|74|4|21|Email|3
96051|364|70|1|6|Email|3
415|1344|51|3|27|Chat|4
60773|133|74|5|5|Chat|2
46238|1419|97|2|11|Email|3
56146|1068|54|2|7|In-Person|2
35700|597|40|3|44|Call|2
55591|1784|13|2|32|Call|2
17374|47|93|2|4|In-Person|1
28505|1549|88|4|32|Call|2
4291|25|42|5|44|Chat|5
22118|882|91|5|17|Email|2
51504|1811|49|5|28|Email|2
21617|1291|23|4|29|In-Person|2
34544|436|12|4|47|Chat|1
2808|653|97|2|24|Chat|4
67139|967|35|2|4|Call|1
91481|1280|85|4|4|Call|3
37524|1469|61|3|16|Chat|1
53181|803|93|5|18|Call|2
30660|199|31|2|13|Call|5
23515|883|32|1|7|Call|4
64326|1579|18|5|36|Email|3
474|89|76|4|31|Call|2
57481|1381|59|1|2|Chat|5
20342|1576|20|1|47|Chat|2
31299|645|7|1|40|Email|3
86335|1645|41|4|1|Email|5
98487|955|20|1|9|Email|4
93047|1310|91|1|27|Call|2
87675|1010|20|5|50|Chat|2
13262|869|33|5|10|In-Person|1
89960|1411|50|4|43|Call|4
91382|1373|15|5|20|Chat|3
52792|447|9|5|32|Chat|3
44536|277|40|1|23|Chat|1
90176|280|58|1|21|Email|2
58241|1739|81|2|28|Call|5
34613|1694|100|4|7|Chat|4
24807|1299|52|3|27|In-Person|2
27105|1353|1|3|10|Call|3
14030|545|62|3|13|Email|4
4082|1213|24|3|40|Chat|2
15788|1663|32|3|39|Email|3
60794|893|16|4|3|Call|5
58765|141|83|3|39|Email|1
20132|1127|13|2|37|Call|3
49686|365|21|4|47|Chat|2
58399|549|74|5|14|Call|5
49805|954|77|1|47|Chat|3
89357|79|14|3|19|In-Person|5
35307|890|19|2|21|Call|5
78065|761|82|4|30|In-Person|4
65899|1797|24|2|41|In-Person|1
7035|194|18|3|41|Call|5
11389|196|31|1|40|Call|2
33265|817|16|5|34|Call|1
47252|186|8|1|44|Chat|2
81508|312|23|2|17|Email|5
2983|353|33|5|25|Email|5
1519|1732|78|3|43|Call|2
67499|1071|56|2|13|In-Person|5
54887|15|90|5|22|Call|3
67862|1415|8|5|17|Call|3
5214|121|57|4|37|Email|4
1353|946|60|1|26|Chat|4
89385|80|94|4|31|Email|1
23974|460|75|5|32|Chat|1
62786|513|81|1|35|Email|5
34356|714|78|5|35|Call|2
77658|25|60|5|38|Call|3
27384|979|85|3|25|Email|3
36376|351|92|2|29|Email|3
55987|855|53|1|19|Email|1
61523|739|40|1|33|Chat|1
30610|654|67|2|19|Chat|4
69759|409|80|5|25|Call|4
48074|1394|74|4|22|Email|4
64701|237|39|1|7|Chat|4
60641|1479|92|5|45|In-Person|2
51212|903|13|5|40|Email|3
42998|460|33|3|43|In-Person|5
12118|43|78|4|45|Email|4
61128|751|94|4|25|Call|3
61526|16|50|2|32|Chat|4
18260|603|35|1|12|Email|3
58073|218|44|1|7|In-Person|5
78656|204|38|3|50|Call|1
98630|1254|7|2|19|Email|4
48938|222|49|4|37|Chat|3
11921|741|77|5|38|Email|4
53231|1503|3|4|9|Email|5
48694|1730|36|5|50|Chat|4
23316|912|28|3|27|Call|1
64202|526|18|5|26|Chat|2
69193|937|24|1|22|Email|5
87074|410|38|2|17|Chat|2
92885|1271|35|3|3|In-Person|5
79146|1231|12|3|30|Call|4
20567|1709|76|1|12|Call|5
83815|899|22|3|28|Email|4
90771|551|100|4|32|In-Person|2
83602|1007|81|2|2|In-Person|5
92704|1670|49|4|19|Chat|4
98261|1325|100|2|4|Call|4
7518|1000|14|4|44|Chat|5
24513|182|23|3|3|Call|4
48336|859|42|5|1|Call|1
89532|1010|99|3|45|Call|4
62407|277|79|1|43|Email|1
73113|306|46|4|47|Call|1
39111|1210|29|3|27|Call|2
9030|1284|5|1|43|Call|1
76506|246|86|4|35|Chat|3
84333|1751|55|5|49|In-Person|5
49841|481|11|4|32|Call|2
7064|1252|29|1|20|Call|1
67177|350|69|1|47|Email|3
6569|912|12|5|20|Call|4
17779|367|93|2|5|Email|5
40456|1632|41|3|11|Email|1
38119|509|40|5|22|Chat|5
48376|1558|25|5|12|Call|1
76171|1472|76|1|7|In-Person|5
12820|79|21|2|44|Email|4
38524|1699|28|1|13|Call|3
43809|567|5|1|4|Email|5
57363|577|36|3|4|In-Person|2
54705|1062|45|2|43|Chat|4
5334|75|43|2|50|Call|2
10795|836|5|4|50|Chat|1
21940|420|87|4|31|Email|2
27806|953|24|1|17|In-Person|5
13874|1341|62|4|46|Chat|2
56894|99|6|1|15|In-Person|4
91281|1408|75|3|27|Chat|3
42175|1307|15|3|20|Email|5
80367|1455|21|1|38|Chat|4
95935|659|90|1|12|Call|3
36505|780|25|1|33|Email|2
54202|729|86|1|18|In-Person|4
32245|97|44|4|5|Email|5
92580|10|88|2|40|In-Person|3
92972|1137|64|5|40|Chat|1
24200|1678|72|2|16|In-Person|4
33125|1388|44|1|22|In-Person|3
96487|1187|42|2|19|In-Person|1
86405|647|16|2|40|Chat|2
42849|750|58|1|49|In-Person|4
4048|1000|94|5|36|In-Person|2
25662|1044|25|3|49|Chat|5
13355|1771|61|2|22|Chat|3
17066|1634|36|4|33|Email|2
88504|279|63|2|1|Chat|2
12010|197|47|1|26|Email|3
87502|1179|43|1|38|In-Person|5
47869|396|27|1|50|In-Person|3
14841|334|4|4|29|In-Person|2
174|1827|31|1|27|In-Person|5
68547|493|73|1|46|In-Person|2
83095|533|96|4|31|In-Person|2
98004|16|63|5|33|Chat|2
3806|270|35|5|36|Chat|2
57984|7|2|4|46|Chat|5
89346|238|31|4|12|Email|3
85458|994|16|4|39|Call|3
20062|1327|56|1|3|Call|4
4734|907|93|1|43|In-Person|3
38720|869|57|4|37|Chat|1
37350|1727|74|4|43|Email|5
14126|999|75|4|3|Call|4
65590|1327|31|3|42|Chat|5
61513|16|98|3|36|Email|1
10390|567|43|4|31|Call|3
50747|195|98|3|35|Call|3
92332|422|74|3|10|Email|5
25611|215|85|4|4|In-Person|4
25172|788|72|5|26|Call|4
77906|234|63|2|15|Email|4
80059|911|15|3|17|In-Person|2
65930|195|54|4|39|Chat|5
1007|557|51|5|4|Call|3
14249|1607|18|1|31|Chat|4
22921|989|60|4|27|Call|1
98895|264|40|1|45|Call|3
28898|589|44|2|28|Email|2
50487|51|14|5|19|Call|1
26968|1000|90|5|28|Call|2
56020|841|67|5|9|Chat|5
65912|1148|78|4|38|Call|1
36066|95|65|2|4|Email|3
69700|1298|42|4|26|Chat|4
19310|547|33|2|38|Chat|1
47753|1606|55|5|42|Call|5
55471|1274|89|2|17|In-Person|1
72007|979|91|3|18|Chat|1
42111|529|36|1|37|Email|1
68914|878|68|2|48|In-Person|4
24383|1631|16|5|43|Chat|3
27959|1378|71|4|36|Email|3
73165|578|15|5|6|Email|4
50694|1103|92|3|5|In-Person|2
773|371|51|2|31|Email|4
61350|1156|12|2|41|In-Person|3
63806|1565|80|5|43|Chat|5
49171|694|81|1|38|In-Person|1
64055|1283|6|2|36|Chat|1
31581|746|62|1|38|Chat|1
32613|784|6|1|30|Call|1
28229|800|75|3|38|In-Person|2
35932|1740|14|4|17|In-Person|5
67281|1015|21|4|5|In-Person|2
18117|1353|41|2|7|Call|3
89043|362|64|1|20|In-Person|5
50425|985|79|4|41|In-Person|3
45369|553|38|1|6|In-Person|5
8425|1620|73|1|48|Email|3
21028|43|90|2|15|Chat|5
74474|1153|62|4|13|Chat|3
79548|392|59|3|7|Call|4
92082|1171|31|2|24|Call|5
89462|1669|97|5|15|Call|2
88490|260|4|3|38|In-Person|3
18660|729|98|2|2|Chat|4
17167|547|82|2|1|Call|2
10139|1591|22|2|26|Chat|1
21415|1484|82|5|30|Chat|4
68912|1537|8|3|15|Chat|2
39622|764|51|1|44|Call|1
74695|1354|11|1|41|Email|5
63284|1172|26|3|19|Email|4
40676|381|46|3|45|Chat|2
50076|1121|55|5|15|Email|2
96023|1095|7|1|43|In-Person|2
31189|1733|1|4|38|In-Person|3
82744|766|89|4|13|In-Person|4
36099|179|5|1|2|Call|2
69395|797|49|3|50|Email|2
28469|128|88|2|36|Email|5
11014|1412|53|3|39|In-Person|1
94662|773|63|4|43|In-Person|4
19033|1019|93|3|44|In-Person|5
31008|792|34|3|22|Chat|2
95192|500|85|1|9|Call|3
55004|1416|11|3|42|In-Person|1
49393|1734|75|1|17|Chat|2
90276|1521|33|4|47|Chat|5
1091|837|39|1|39|Chat|4
11454|874|3|3|11|In-Person|3
59040|496|72|3|19|Chat|1
58797|1096|23|2|35|Chat|4
4681|1015|71|5|12|Chat|4
93116|155|7|2|48|Chat|1
37603|1298|92|1|13|In-Person|3
86066|1089|45|3|27|Email|1
865|1584|69|4|16|Call|1
72299|1193|31|1|30|Chat|1
49958|1101|35|2|40|Chat|3
51294|536|72|1|31|Chat|5
42480|768|78|2|39|Chat|2
19682|1778|98|3|13|Email|4
86624|773|68|1|38|Email|1
9088|303|78|5|47|Chat|1
16117|1376|43|4|39|Email|3
34279|1662|23|3|50|Call|1
70155|1384|100|2|13|Chat|2
42037|902|61|1|27|Chat|4
48976|378|33|2|42|Call|3
80944|1023|35|4|14|Email|3
3728|1501|92|2|9|Chat|4
76186|313|52|4|48|In-Person|3
27498|980|12|4|43|Chat|2
82491|883|28|3|8|Chat|2
83007|872|85|3|33|In-Person|3
27673|1575|64|3|4|In-Person|1
72837|1694|50|5|37|Chat|5
33315|1257|25|4|9|Email|3
83287|1372|82|5|11|Chat|2
85331|1745|1|4|41|Chat|1
54159|680|100|2|50|Chat|3
85575|864|82|4|48|Call|4
83049|564|62|5|30|Email|3
87632|629|95|5|18|In-Person|1
2574|170|41|4|23|Call|3
69505|475|21|1|24|Email|4
23019|329|42|2|47|Chat|3
8099|96|10|2|4|Call|3
8665|1715|44|3|25|Email|2
65833|1550|87|1|15|Chat|2
8761|1578|95|5|31|Email|3
62917|1330|100|5|22|Chat|3
13698|103|94|1|6|In-Person|5
87224|1442|60|1|49|Chat|5
57913|556|75|3|11|In-Person|2
58097|1469|7|5|2|Chat|2
25577|1285|64|5|22|Email|3
40360|741|18|2|41|Chat|2
28237|1438|36|1|42|Call|4
22530|1485|5|4|31|Email|2
34646|1516|46|5|46|Call|5
88314|925|31|5|33|In-Person|1
93487|1494|65|4|1|Email|5
13648|1705|80|3|10|Email|3
59649|451|8|5|8|Chat|2
2421|1688|69|2|8|In-Person|2
54668|1720|61|1|34|Call|2
9068|1382|90|3|22|Call|2
66930|205|29|2|36|Chat|2
64053|1792|23|5|24|Email|1
85928|1603|69|2|7|In-Person|1
81810|1416|56|1|17|In-Person|1
23086|619|94|1|28|In-Person|1
97652|1565|87|5|47|Email|1
89455|1174|12|5|45|Email|3
3772|1519|100|5|4|Call|1
74291|1792|24|3|3|In-Person|1
81804|1376|66|5|30|Email|2
62151|923|64|3|49|Chat|4
17185|1049|39|2|50|Call|2
10313|772|61|1|50|Call|3
72638|1151|69|5|49|Chat|4
92415|1129|70|1|14|Email|1
87358|1292|79|1|6|Call|1
13058|144|1|5|32|In-Person|1
52647|1100|100|3|38|Email|2
19776|1052|44|1|37|Call|2
99099|990|64|4|32|Chat|5
37909|996|95|3|49|Chat|2
82732|438|57|4|36|In-Person|1
75968|846|68|4|50|Chat|4
64710|897|87|4|43|Chat|4
66935|583|16|3|21|Email|3
62402|1059|68|2|21|Chat|5
59721|30|66|2|40|Call|3
42854|1782|65|3|30|Call|1
74567|474|90|1|31|In-Person|5
82760|1244|58|1|36|Chat|5
6983|1492|64|2|45|Email|5
17596|644|86|5|45|Call|5
39418|845|54|5|4|In-Person|5
13746|193|21|4|24|Call|5
52390|1448|14|5|30|Email|2
5319|862|1|1|15|Call|1
36093|1001|44|4|35|Chat|4
73644|1225|61|4|44|Email|3
1497|70|90|4|38|In-Person|2
45957|362|51|2|27|In-Person|3
75533|542|7|5|7|Email|3
20598|72|32|3|8|Call|4
60059|1589|60|3|44|Chat|4
22548|728|73|1|47|Email|1
32523|295|13|5|44|In-Person|1
23417|1700|24|2|35|Email|3
93407|1495|15|2|15|Chat|3
80279|153|17|1|11|Call|2
13323|50|32|2|25|Email|1
69777|105|7|1|38|Chat|1
75338|178|60|1|3|Call|5
42907|726|40|1|25|Email|1
28551|376|7|3|3|Call|2
77826|570|18|3|1|Email|5
34168|1593|100|1|21|Email|2
31492|1376|37|4|35|Chat|5
95133|1186|93|4|36|Call|3
57130|69|23|4|8|Chat|2
285|795|70|2|30|Chat|4
57768|1524|1|4|43|Call|3
9045|1603|44|5|27|Call|2
37106|1256|10|1|19|Email|1
94790|1140|8|2|18|In-Person|4
6605|650|27|3|16|In-Person|2
55909|1326|50|1|46|Email|4
67668|800|50|2|13|Email|2
60826|240|91|5|16|Call|3
44687|1126|29|1|33|In-Person|2
35903|1502|42|3|8|Chat|3
77435|282|38|1|17|Chat|5
66512|1722|82|3|1|Call|2
36719|1194|75|3|1|Email|5
82864|1503|52|4|39|In-Person|2
10058|662|78|1|46|Chat|3
98924|1663|35|4|11|Chat|3
84990|866|22|1|48|Email|5
71169|198|56|1|13|Call|1
86797|279|31|5|22|Chat|2
89807|1696|60|1|28|Chat|5
95120|1267|17|5|20|In-Person|3
64061|955|83|1|33|In-Person|3
23813|1455|30|2|29|Email|5
28012|667|20|2|12|Chat|3
25045|1617|80|4|17|Chat|2
62600|433|15|5|11|Chat|3
43192|1037|100|5|37|Call|3
53943|327|20|5|35|Call|2
11003|1731|15|5|19|Call|2
76563|1582|1|3|25|Email|5
31619|820|80|4|3|In-Person|1
33421|1517|58|3|50|Call|4
36511|1267|51|1|29|In-Person|5
66002|1288|69|1|48|Chat|5
30172|371|16|5|29|In-Person|1
14909|1795|63|1|40|Chat|2
84899|1767|100|3|27|Chat|1
77205|525|57|5|3|Chat|3
72446|1814|69|2|11|Email|1
7546|623|53|5|15|Email|3
64094|220|82|2|10|Call|5
67015|1057|32|3|13|Chat|4
61352|367|49|3|40|Call|5
3837|760|67|3|37|Chat|4
12132|1818|52|5|45|Chat|3
75095|444|8|3|48|Email|5
35971|704|29|2|8|In-Person|2
83995|302|19|5|35|Email|2
67564|1107|75|5|37|Email|3
29694|629|35|3|12|Email|5
94809|1437|20|4|14|In-Person|3
90471|1698|18|2|17|In-Person|3
18334|666|44|3|23|Email|1
88850|1424|28|1|43|Call|4
69986|234|81|2|6|Call|5
42883|1803|47|4|38|Email|4
90000|1413|78|3|10|Email|3
58422|998|65|4|43|Call|2
93551|1084|77|4|49|Call|2
55273|1422|22|1|15|Email|2
55242|661|6|1|15|Email|5
9066|1196|8|2|12|Chat|2
88762|136|72|5|26|Call|5
31871|118|63|1|49|Email|3
27944|1280|41|4|26|Email|2
17188|1369|4|1|38|Chat|2
76422|976|8|3|39|Chat|1
16964|1061|31|3|8|Call|1
16745|989|64|4|37|Call|3
98092|1304|7|4|31|Email|2
36541|110|57|3|15|Call|5
10720|147|62|5|14|In-Person|5
92373|285|20|1|45|Chat|3
53501|1152|8|5|26|Chat|2
96003|180|77|3|49|Chat|4
97284|746|71|3|41|In-Person|4
83155|392|40|5|16|Chat|4
35302|406|62|2|24|Chat|1
87748|1464|46|3|5|Call|4
53675|259|91|5|18|Chat|4
9779|613|75|2|32|Email|4
60402|633|12|1|36|Chat|4
60300|1333|44|1|42|In-Person|2
90697|1504|15|1|43|In-Person|4
46966|1706|84|4|40|In-Person|1
33808|981|57|2|8|Chat|2
2426|1485|6|2|33|Email|2
22019|558|57|3|37|Call|1
46288|300|23|4|5|Chat|4
35376|109|24|4|46|Email|1
96427|1204|58|4|1|In-Person|2
10121|78|21|2|26|Call|5
53616|1811|54|4|28|In-Person|2
43229|1702|15|4|44|Email|2
17517|628|99|4|50|Email|1
70251|727|30|1|17|Email|4
74717|1692|89|4|35|Email|4
8900|1005|34|5|27|Call|1
9820|837|30|3|16|Chat|3
54603|355|39|2|38|Call|5
35974|869|75|2|11|Email|3
25686|352|99|5|43|Chat|2
73257|1578|62|5|14|Chat|3
42837|258|78|4|25|In-Person|3
44102|469|53|3|21|Chat|4
53954|1312|77|5|23|Email|3
57543|329|17|5|21|In-Person|3
52304|728|11|3|42|Chat|5
63758|125|23|2|41|Email|1
35943|1626|21|5|20|In-Person|3
5148|1244|73|4|20|Email|5
73051|1607|17|2|3|Call|3
76797|1316|40|5|6|In-Person|3
96040|1601|10|5|20|Call|1
6093|123|80|2|27|In-Person|3
82367|1795|73|3|14|Call|2
27280|1584|66|5|50|Email|1
38995|445|1|5|19|Chat|4
41899|534|64|2|25|Chat|5
55483|1453|62|2|42|In-Person|3
63932|1595|97|2|29|Call|1
27548|850|69|5|3|In-Person|2
26279|457|12|5|47|Chat|2
96181|242|88|1|41|Chat|5
44542|215|85|4|24|Chat|1
66110|988|3|2|41|Call|4
67926|804|4|4|33|Chat|3
37135|1075|83|1|8|Call|5
76142|1247|33|5|32|In-Person|5
81292|619|73|3|4|Email|4
47045|1133|67|5|44|Call|1
50377|301|82|5|46|Chat|2
95709|1430|58|3|11|Call|2
20547|109|35|5|29|Chat|1
94433|980|59|1|30|Chat|4
17845|1171|74|2|40|Chat|1
81210|203|92|2|10|Chat|4
31706|1478|13|3|6|Chat|5
3166|512|23|4|22|Email|2
54529|705|97|5|10|Chat|4
97476|836|46|4|23|Call|5
15383|113|74|2|29|Email|5
85104|1443|84|3|1|In-Person|2
9822|331|77|4|15|Chat|4
28811|822|39|4|3|In-Person|5
63102|269|94|4|1|Email|2
81700|1368|64|5|12|Chat|4
39506|646|100|3|17|Call|4
53038|125|57|1|44|Chat|3
3097|408|8|3|49|Chat|1
83252|141|32|3|17|Call|1
38232|938|8|5|3|In-Person|1
33761|22|75|4|30|In-Person|3
28069|1164|86|3|9|In-Person|4
91127|755|12|1|37|Call|5
44976|233|11|2|8|Chat|4
85895|940|54|5|39|Chat|4
64519|1513|70|5|24|Chat|4
78653|523|54|4|21|In-Person|1
19888|102|89|5|20|Call|3
83182|1022|83|2|28|In-Person|2
13737|48|99|5|5|Call|5
14453|1363|2|2|5|Call|2
37802|1633|92|2|24|Email|2
82852|1387|32|2|9|Email|5
81427|5|81|3|13|Email|2
5979|1052|77|3|48|Chat|4
57724|567|57|2|15|Call|4
47689|1637|77|5|44|In-Person|2
77138|728|12|1|22|Chat|4
17555|1464|3|5|44|In-Person|3
62618|1175|59|4|1|Chat|2
97644|168|88|2|18|Chat|1
59569|225|79|5|40|Email|4
73502|631|80|1|1|Call|3
5664|952|95|5|40|In-Person|4
63083|1521|34|4|37|Chat|2
56656|981|55|4|18|Email|3
19690|283|83|1|49|Chat|5
22772|537|38|3|47|In-Person|3
24131|1269|48|3|32|Chat|3
73172|274|65|3|43|Chat|2
33627|1219|69|4|49|In-Person|4
17632|338|24|5|21|Email|1
5543|1618|78|4|40|In-Person|4
18250|1252|48|1|16|Chat|4
98870|732|12|3|26|Call|3
56349|434|59|5|24|Call|1
98653|470|96|5|30|In-Person|5
55669|593|4|3|10|Call|4
36896|725|91|2|26|Call|1
12850|977|47|3|46|Email|2
904|240|86|1|18|Call|1
42061|913|35|5|21|Call|3
74137|608|35|5|27|In-Person|1
84921|643|42|4|15|Chat|3
71752|462|20|3|47|Email|4
65523|1059|81|5|3|Chat|4
29944|678|62|5|43|In-Person|2
52724|1043|39|4|45|In-Person|5
92112|478|82|3|15|Call|4
99158|960|27|3|48|Chat|4
13301|1028|93|3|29|Call|4
25360|386|99|1|3|Call|4
1136|293|62|3|9|Email|4
62095|227|24|2|5|Chat|2
97106|28|50|4|27|Email|1
71204|1507|95|1|7|Email|3
17881|219|92|1|39|Call|3
20039|1157|75|5|7|In-Person|4
42690|370|79|2|31|In-Person|2
64209|549|70|2|37|Email|1
57695|1098|22|1|20|Chat|2
23358|296|35|1|50|Call|2
32512|326|11|5|34|Chat|4
93238|50|52|1|23|Call|4
84975|1148|63|5|12|Email|4
10046|1598|98|4|49|Chat|5
866|805|64|5|20|Call|5
46421|1515|66|3|29|In-Person|1
98735|530|2|3|30|Call|3
16969|612|42|4|6|Chat|3
69890|557|78|2|26|Email|4
82021|115|82|4|8|Email|5
47663|1264|48|2|26|Call|2
68844|253|54|3|45|In-Person|1
71536|555|82|1|46|In-Person|1
56514|1575|61|4|13|Chat|2
46147|1674|42|1|17|In-Person|4
21219|918|76|5|12|Call|5
20300|960|36|4|22|In-Person|4
42390|365|15|1|38|Email|5
22302|1709|52|2|45|Call|5
44979|56|69|4|38|Chat|4
14327|1563|55|3|12|Call|1
83399|419|61|4|7|Call|1
34643|498|71|5|3|In-Person|3
24490|946|7|5|2|Chat|5
18574|599|67|4|35|Chat|5
39512|1080|77|1|30|Chat|3
84353|1213|26|1|22|Chat|5
97444|107|98|5|50|In-Person|3
20013|1238|98|2|45|Email|3
38400|1178|77|3|29|In-Person|1
84236|1329|45|5|5|Call|5
96524|309|53|2|7|Email|2
11526|1584|2|3|45|Email|4
14310|872|95|2|32|Call|1
15420|521|78|1|43|Email|2
25937|1270|79|5|46|Email|1
84920|1305|68|5|44|Email|5
27682|109|15|5|38|In-Person|5
55565|389|96|4|4|Email|1
53590|707|90|2|26|In-Person|4
70618|101|47|2|13|Call|2
30747|648|32|4|45|Chat|3
95198|1755|24|4|29|Chat|3
66134|1577|68|3|25|Email|3
78718|712|66|4|50|Email|2
33676|47|46|2|27|Email|2
77243|1536|86|3|23|Email|1
42844|328|90|5|8|Email|3
99013|1519|48|3|35|In-Person|4
89293|1128|38|5|44|In-Person|2
75043|670|42|4|2|Chat|1
35909|62|62|2|1|Email|4
88099|1724|52|2|12|In-Person|3
74606|621|63|3|3|Chat|4
40178|61|71|4|26|Email|5
27799|211|52|2|13|Call|2
25436|1301|77|5|2|Call|3
28101|296|9|1|11|Call|5
50105|897|30|4|42|Call|5
29164|1253|70|1|5|In-Person|1
16542|1054|61|1|28|Call|3
70373|870|51|5|48|Call|4
18631|439|39|1|22|Call|1
66061|1382|36|4|18|Chat|1
5449|1127|23|1|50|In-Person|3
93125|762|26|5|38|Email|4
24315|782|82|1|21|Chat|1
42804|165|8|4|38|In-Person|3
47336|1682|19|2|4|Chat|1
57081|678|56|2|34|Call|1
34172|294|98|3|24|Chat|4
89540|983|87|4|33|Chat|5
94356|146|88|3|10|Call|4
32065|1648|48|1|19|In-Person|1
12600|335|1|4|47|Chat|2
20754|1245|82|4|16|Email|1
57498|758|68|5|36|In-Person|2
89294|300|27|3|25|Chat|1
84930|1537|71|5|33|Chat|4
43804|891|21|3|37|Chat|2
44074|1400|73|4|33|In-Person|2
35686|251|89|4|17|Chat|5
81746|452|72|1|46|Email|5
17351|217|61|4|43|Email|4
21943|1473|79|3|19|In-Person|5
75835|367|27|3|24|Call|5
12185|1235|32|1|18|Call|2
18215|1218|72|1|28|In-Person|4
80201|930|63|4|43|Call|4
74946|317|23|4|48|Call|4
98543|275|21|3|48|Chat|5
48644|910|51|2|40|In-Person|5
24376|1085|35|1|21|In-Person|1
35683|608|17|4|16|Chat|3
56878|1554|11|2|12|In-Person|1
21087|313|28|1|12|In-Person|2
98381|368|13|2|6|In-Person|5
77387|1413|1|5|19|Email|1
98839|222|86|5|25|Chat|2
70636|1669|30|4|27|Email|2
79920|39|61|1|27|Chat|5
87508|378|84|4|40|Call|5
57101|906|3|5|49|Call|3
